,T03,T04,T05,T06,T01,T07,T09,T10,T11,T02
1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547
1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6863
1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6728
1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224
1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094
1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7247
1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7410
1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7437
1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7263
1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404
1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7022
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7035
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7385
1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201
1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7204
1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7078
1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343
1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7289
1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7135
1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038
1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7325
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7319
1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7476
1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7330
1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7556
1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386
1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6582
1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7090
1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7357
1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303
1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6860
1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5422
1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7282
1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7297
1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7099
1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103
1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7151
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7124
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7380
1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7210
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7075
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6930
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7120
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7262
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7266
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7459
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7293
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7491
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7598
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6930
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7411
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5404
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7340
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7179
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7280
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7418
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7731
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4268
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6866
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329
1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7149
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7364
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186
1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7597
1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7409
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703
1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7534
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7248
1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6886
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5833
1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7523
1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315
1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7657
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685
1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7223
1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7496
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7473
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7469
1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7673
1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7876
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7205
1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7524
1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7438
1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548
1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716
1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7391
1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7383
1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7418
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528
1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400
1598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717
1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7619
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7428
1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7589
1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7364
1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7846
1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7537
1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7458
1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7564
1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518
1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434
1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526
1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7568
1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7891
1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7529
1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7381
1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7573
1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7446
1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6867
1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5904
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7513
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7592
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7562
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7556
1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7403
1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7119
1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7710
1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7683
1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7541
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717
1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7720
1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7724
1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7733
1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7426
1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7427
1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7944
1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7580
1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7289
1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100
1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7418
1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7768
1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405
1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7702
1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7656
1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7757
1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7402
1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7098
1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7805
1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7210
1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7411
1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6724
1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7473
1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762
1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7591
1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7730
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7409
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7283
1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7156
1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7413
1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3870
1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6991
1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7583
1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7596
1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7429
1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769
1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518
1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572
1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6781
1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7732
1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7273
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7125
1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7254
1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6011
1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6943
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7412
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7169
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7589
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7301
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7165
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7502
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7735
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7411
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7576
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7294
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6682
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7393
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7805
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6495
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6191
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6803
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6980
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5147
1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6217
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6108
1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7425
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7191
1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514
1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7683
1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7733
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7399
1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7050
1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7493
1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7361
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7865
1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7655
1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7667
1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7494
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7736
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7743
1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7519
1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7486
1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7681
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7670
1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7231
1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548
1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499
1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7795
1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7635
1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7374
1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7656
1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8017
1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7627
1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881
1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7644
1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893
1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7344
1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7357
1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7666
1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7422
1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7795
1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870
1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5904
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8086
1741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7848
1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8003
1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609
1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7337
1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7853
1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7698
1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7299
1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7627
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7646
1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303
1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7614
1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7822
1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996
1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7152
1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7004
1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7711
1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7317
1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728
1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7379
1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7669
1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7708
1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7651
1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8139
1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7963
1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7618
1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7683
1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7189
1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8179
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7713
1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7708
1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7655
1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7888
1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104
1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8011
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7475
1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7211
1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5722
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7558
1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717
1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7538
1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7188
1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7707
1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7384
1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7380
1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7669
1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7848
1790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7972
1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201
1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7523
1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7287
1794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7683
1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6982
1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7902
1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7661
1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544
1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7438
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7686
1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7957
1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7692
1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7509
1804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6496
1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7799
1806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7629
1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7625
1808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7644
1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6762
1810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7442
1811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7417
1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7259
1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7595
1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7753
1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7629
1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7412
1817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893
1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621
1819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7798
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6909
1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5634
1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7922
1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7693
1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7551
1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7687
1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7329
1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8080
1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8015
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875
1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7860
1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7711
1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716
1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7901
1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7993
1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7667
1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8059
1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7951
