,T03,T04,T05,T06,T01,T07,T09,T10,T11,T02
3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8906
3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9466
3997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9459
3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9631
3999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9432
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8867
4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9239
4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9210
4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8762
4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9277
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8968
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8958
4007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9336
4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9179
4009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9113
4010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9306
4011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174
4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140
4013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229
4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8998
4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9023
4016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8931
4017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9308
4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9076
4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9048
4020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933
4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9139
4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8844
4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8520
4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9013
4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788
4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275
4027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8774
4028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9223
4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9020
4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9077
4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9106
4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9003
4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9280
4034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9273
4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8729
4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110
4037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7598
4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7622
4039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8031
4040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8627
4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9199
4042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8885
4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8792
4044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8590
4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8689
4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8802
4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589
4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200
4049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562
4050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8922
4051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9295
4052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8812
4053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267
4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9013
4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8634
4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8838
4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9158
4058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13279
4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8810
4060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8264
4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282
4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8088
4063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7642
4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5241
4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8263
4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8601
4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8802
4068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8269
4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9050
4070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400
4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7426
4072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8750
4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9046
4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8773
4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8392
4076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8619
4077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603
4078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8636
4079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7431
4080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8354
4081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8844
4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8931
4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8506
4084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8351
4085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8893
4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8232
4087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8693
4088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8738
4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930
4090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803
4091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016
4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246
4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7855
4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8092
4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908
4096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126
4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8129
4098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7903
4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881
4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717
4101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8127
4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7917
4103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8111
4104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8030
4105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8050
4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8363
4107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7919
4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7901
4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053
4110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8229
4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7918
4112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8273
4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7649
4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7331
4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7861
4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7106
4117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7698
4118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7743
4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7543
4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7396
4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685
4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7669
4123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7347
4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7876
4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6709
4126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8069
4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7914
4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728
4129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7811
4130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7641
4131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6926
4132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5449
4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7789
4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8225
4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113
4136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985
4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8440
4138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8236
4139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287
4140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8481
4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8833
4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8534
4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8455
4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8448
4145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8230
4146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257
4147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8762
4148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8665
4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8058
4150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8456
4151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8436
4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8406
4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8264
4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8865
4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267
4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8055
4157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8526
4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8092
4159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8471
4160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8478
4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8331
4162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664
4163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126
4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8674
4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664
4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8424
4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8437
4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8505
4169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8493
4170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8048
4171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7956
4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8087
4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839
4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8373
4175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8940
4176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8442
4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8744
4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8813
4179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8858
4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605
4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8210
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8852
4183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8769
4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8326
4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8392
4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8370
4187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8579
4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8614
4189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8370
4190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8369
4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8705
4192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9075
4193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8513
4194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8398
4195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8339
4196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8727
4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8272
4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125
4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8302
4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8530
4201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8952
4202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514
4203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8538
4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8529
4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8320
4206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8086
4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8725
4208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8509
4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7912
4210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358
4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8363
4212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8708
4213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8368
4214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4916
4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358
4216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8319
4217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8685
4218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8734
4219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8412
4220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8828
4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8436
4222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8655
4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8591
4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8558
4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603
4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8620
4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8742
4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8781
4229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8379
4230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8108
4231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7564
4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8096
4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7313
4234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7745
4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8339
4236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8793
4237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8515
4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8895
4239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9139
4240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8708
4241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8508
4242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8771
4243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8949
4244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7753
4245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7578
4246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8322
4247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7956
4248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8105
4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8495
4250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8475
4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8594
4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8622
4253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540
4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6969
4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5156
4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7574
4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7952
4258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8363
4259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8793
4260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8669
4261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9342
4262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9306
4263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9289
4264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7864
4265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9277
4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8627
4267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8469
4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8348
4269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8839
4270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8771
4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682
4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8369
4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8711
4274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8316
4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976
4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8461
4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7810
4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575
4279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172
4280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7742
4281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8706
4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8775
4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9040
4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9053
4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8767
4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7747
4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8542
4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8755
4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8135
4290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8508
4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8743
4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7337
4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8227
4294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519
4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8042
4296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5030
4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8380
4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8395
4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7926
4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602
4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8888
4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8414
4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8251
4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854
4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8490
4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8509
4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8694
4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8887
4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8768
4310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8610
4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8598
4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8216
4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8804
4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803
4315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7765
4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8806
4317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8443
4318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8585
4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8805
4320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8786
4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8840
4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8583
4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8470
4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8162
4325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660
4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593
