,T03,T04,T05,T06,T02,index
5122,0.0,0.0,0.0,0.0,8855,5196
5123,0.0,0.0,0.0,0.0,9277,5197
5124,0.0,0.0,0.0,0.0,9477,5198
5125,0.0,0.0,0.0,0.0,9274,5199
5126,0.0,0.0,0.0,0.0,10122,5200
5127,0.0,0.0,0.0,0.0,9776,5201
5128,0.0,0.0,0.0,0.0,9531,5202
5129,0.0,0.0,0.0,0.0,9987,5203
5130,0.0,0.0,0.0,0.0,9904,5204
5131,0.0,0.0,0.0,0.0,8741,5205
5132,0.0,0.0,0.0,0.0,5551,5206
5133,0.0,0.0,0.0,0.0,9253,5207
5134,0.0,0.0,0.0,0.0,9286,5208
5135,0.0,0.0,0.0,0.0,9347,5209
5136,0.0,0.0,0.0,0.0,9183,5210
5137,0.0,0.0,0.0,0.0,9090,5211
5138,0.0,0.0,0.0,0.0,8971,5212
5139,0.0,0.0,0.0,0.0,9150,5213
5140,0.0,0.0,0.0,0.0,9593,5214
5141,0.0,0.0,0.0,0.0,8941,5215
5142,0.0,0.0,0.0,0.0,9289,5216
5143,0.0,0.0,0.0,0.0,8915,5217
5144,0.0,0.0,0.0,0.0,9100,5218
5145,0.0,0.0,0.0,0.0,9433,5219
5146,0.0,0.0,0.0,0.0,9128,5220
5147,0.0,0.0,0.0,0.0,8890,5221
5148,0.0,0.0,0.0,0.0,9316,5222
5149,0.0,0.0,0.0,0.0,9299,5223
5150,0.0,0.0,0.0,0.0,9497,5224
5151,0.0,0.0,0.0,0.0,8960,5225
5152,0.0,0.0,0.0,0.0,9438,5226
5153,0.0,0.0,0.0,0.0,9209,5227
5154,0.0,0.0,0.0,0.0,8533,5228
5155,0.0,0.0,0.0,0.0,9613,5229
5156,0.0,0.0,0.0,0.0,8943,5230
5157,0.0,0.0,0.0,0.0,9315,5231
5158,0.0,0.0,0.0,0.0,9529,5232
5159,0.0,0.0,0.0,0.0,9738,5233
5160,0.0,0.0,0.0,0.0,9368,5234
5161,0.0,0.0,0.0,0.0,9567,5235
5162,0.0,0.0,0.0,0.0,9353,5236
5163,0.0,0.0,0.0,0.0,8966,5237
5164,0.0,0.0,0.0,0.0,9356,5238
5165,0.0,0.0,0.0,0.0,9270,5239
5166,0.0,0.0,0.0,0.0,9130,5240
5167,0.0,0.0,0.0,0.0,9176,5241
5168,0.0,0.0,0.0,0.0,8973,5242
5169,0.0,0.0,0.0,0.0,9572,5243
5170,0.0,0.0,0.0,0.0,9184,5244
5171,0.0,0.0,0.0,0.0,9330,5245
5172,0.0,0.0,0.0,0.0,8541,5246
5173,0.0,0.0,0.0,0.0,5269,5247
5174,0.0,0.0,0.0,0.0,9182,5248
5175,0.0,0.0,0.0,0.0,10023,5249
5176,0.0,0.0,0.0,0.0,9318,5250
5177,0.0,0.0,0.0,0.0,9145,5251
5178,0.0,0.0,0.0,0.0,9128,5252
5179,0.0,0.0,0.0,0.0,9604,5253
5180,0.0,0.0,0.0,0.0,9549,5254
5181,0.0,0.0,0.0,0.0,9530,5255
5182,0.0,0.0,0.0,0.0,9360,5256
5183,0.0,0.0,0.0,0.0,9480,5257
5184,0.0,0.0,0.0,0.0,9506,5258
5185,0.0,0.0,0.0,0.0,9683,5259
5186,0.0,0.0,0.0,0.0,8819,5260
5187,0.0,0.0,0.0,0.0,8883,5261
5188,0.0,0.0,0.0,0.0,9548,5262
5189,0.0,0.0,0.0,0.0,9314,5263
5190,0.0,0.0,0.0,0.0,9301,5264
5191,0.0,0.0,0.0,0.0,9529,5265
5192,0.0,0.0,0.0,0.0,9536,5266
5193,0.0,0.0,0.0,0.0,9369,5267
5194,0.0,0.0,0.0,0.0,9364,5268
5195,0.0,0.0,0.0,0.0,9430,5269
5196,0.0,0.0,0.0,0.0,9403,5270
5197,0.0,0.0,0.0,0.0,9326,5271
5198,0.0,0.0,0.0,0.0,9340,5272
5199,0.0,0.0,0.0,0.0,8727,5273
5200,0.0,0.0,0.0,0.0,9155,5274
5201,0.0,0.0,0.0,0.0,9353,5275
5202,0.0,0.0,0.0,0.0,9334,5276
5203,0.0,0.0,0.0,0.0,9001,5277
5204,0.0,0.0,0.0,0.0,9025,5278
5205,0.0,0.0,0.0,0.0,9617,5279
5206,0.0,0.0,0.0,0.0,8717,5280
5207,0.0,0.0,0.0,0.0,9421,5281
5208,0.0,0.0,0.0,0.0,9722,5282
5209,0.0,0.0,0.0,0.0,8952,5283
5210,0.0,0.0,0.0,0.0,9452,5284
5211,0.0,0.0,0.0,0.0,9493,5285
5212,0.0,0.0,0.0,0.0,9375,5286
5213,0.0,0.0,0.0,0.0,8668,5287
5214,0.0,0.0,0.0,0.0,5111,5288
5215,0.0,0.0,0.0,0.0,9248,5289
5216,0.0,0.0,0.0,0.0,9571,5290
5217,0.0,0.0,0.0,0.0,9972,5291
5218,0.0,0.0,0.0,0.0,10005,5292
5219,0.0,0.0,0.0,0.0,9287,5293
5220,0.0,0.0,0.0,0.0,9282,5294
5221,0.0,0.0,0.0,0.0,9731,5295
5222,0.0,0.0,0.0,0.0,9299,5296
5223,0.0,0.0,0.0,0.0,9656,5297
5224,0.0,0.0,0.0,0.0,9559,5298
5225,0.0,0.0,0.0,0.0,8945,5299
5226,0.0,0.0,0.0,0.0,9234,5300
5227,0.0,0.0,0.0,0.0,8091,5301
5228,0.0,0.0,0.0,0.0,9444,5302
5229,0.0,0.0,0.0,0.0,9436,5303
5230,0.0,0.0,0.0,0.0,9395,5304
5231,0.0,0.0,0.0,0.0,9395,5305
5232,0.0,0.0,0.0,0.0,9594,5306
5233,0.0,0.0,0.0,0.0,9244,5307
5234,0.0,0.0,0.0,0.0,9434,5308
5235,0.0,0.0,0.0,0.0,9286,5309
5236,0.0,0.0,0.0,0.0,9749,5310
5237,0.0,0.0,0.0,0.0,9660,5311
5238,0.0,0.0,0.0,0.0,9213,5312
5239,0.0,0.0,0.0,0.0,9635,5313
5240,0.0,0.0,0.0,0.0,9475,5314
5241,0.0,0.0,0.0,0.0,9704,5315
5242,0.0,0.0,0.0,0.0,9954,5316
5243,0.0,0.0,0.0,0.0,9788,5317
5244,0.0,0.0,0.0,0.0,10171,5318
5245,0.0,0.0,0.0,0.0,9779,5319
5246,0.0,0.0,0.0,0.0,9773,5320
5247,0.0,0.0,0.0,0.0,9472,5321
5248,0.0,0.0,0.0,0.0,9302,5322
5249,0.0,0.0,0.0,0.0,9756,5323
5250,0.0,0.0,0.0,0.0,9136,5324
5251,0.0,0.0,0.0,0.0,9545,5325
5252,0.0,0.0,0.0,0.0,9997,5326
5253,0.0,0.0,0.0,0.0,9678,5327
5254,0.0,0.0,0.0,0.0,8704,5328
5255,0.0,0.0,0.0,0.0,5462,5329
5256,0.0,0.0,0.0,0.0,8757,5330
5257,0.0,0.0,0.0,0.0,9461,5331
5258,0.0,0.0,0.0,0.0,9709,5332
5259,0.0,0.0,0.0,0.0,9907,5333
5260,0.0,0.0,0.0,0.0,9711,5334
5261,0.0,0.0,0.0,0.0,8917,5335
5262,0.0,0.0,0.0,0.0,9718,5336
5263,0.0,0.0,0.0,0.0,9730,5337
5264,0.0,0.0,0.0,0.0,9574,5338
5265,0.0,0.0,0.0,0.0,9731,5339
5266,0.0,0.0,0.0,0.0,9706,5340
5267,0.0,0.0,0.0,0.0,9750,5341
5268,0.0,0.0,0.0,0.0,9740,5342
5269,0.0,0.0,0.0,0.0,9559,5343
5270,0.0,0.0,0.0,0.0,9102,5344
5271,0.0,0.0,0.0,0.0,9805,5345
5272,0.0,0.0,0.0,0.0,9908,5346
5273,0.0,0.0,0.0,0.0,8845,5347
5274,0.0,0.0,0.0,0.0,9650,5348
5275,0.0,0.0,0.0,0.0,9524,5349
5276,0.0,0.0,0.0,0.0,9686,5350
5277,0.0,0.0,0.0,0.0,9662,5351
5278,0.0,0.0,0.0,0.0,9886,5352
5279,0.0,0.0,0.0,0.0,9674,5353
5280,0.0,0.0,0.0,0.0,9294,5354
5281,0.0,0.0,0.0,0.0,9481,5355
5282,0.0,0.0,0.0,0.0,9670,5356
5283,0.0,0.0,0.0,0.0,9666,5357
5284,0.0,0.0,0.0,0.0,9700,5358
5285,0.0,0.0,0.0,0.0,9721,5359
5286,0.0,0.0,0.0,0.0,9107,5360
5287,0.0,0.0,0.0,0.0,9513,5361
5288,0.0,0.0,0.0,0.0,9861,5362
5289,0.0,0.0,0.0,0.0,9698,5363
5290,0.0,0.0,0.0,0.0,9931,5364
5291,0.0,0.0,0.0,0.0,9497,5365
5292,0.0,0.0,0.0,0.0,9736,5366
5293,0.0,0.0,0.0,0.0,9353,5367
5294,0.0,0.0,0.0,0.0,9264,5368
5295,0.0,0.0,0.0,0.0,8464,5369
5296,0.0,0.0,0.0,0.0,4843,5370
5297,0.0,0.0,0.0,0.0,9021,5371
5298,0.0,0.0,0.0,0.0,9774,5372
5299,0.0,0.0,0.0,0.0,9545,5373
5300,0.0,0.0,0.0,0.0,9976,5374
5301,0.0,0.0,0.0,0.0,9580,5375
5302,0.0,0.0,0.0,0.0,9541,5376
5303,0.0,0.0,0.0,0.0,10162,5377
5304,0.0,0.0,0.0,0.0,8714,5378
5305,0.0,0.0,0.0,0.0,8763,5379
5306,0.0,0.0,0.0,0.0,9541,5380
5307,0.0,0.0,0.0,0.0,9781,5381
5308,0.0,0.0,0.0,0.0,9787,5382
5309,0.0,0.0,0.0,0.0,9329,5383
5310,0.0,0.0,0.0,0.0,9775,5384
5311,0.0,0.0,0.0,0.0,10169,5385
5312,0.0,0.0,0.0,0.0,9743,5386
5313,0.0,0.0,0.0,0.0,9584,5387
5314,0.0,0.0,0.0,0.0,9506,5388
5315,0.0,0.0,0.0,0.0,9926,5389
5316,0.0,0.0,0.0,0.0,9771,5390
5317,0.0,0.0,0.0,0.0,9919,5391
5318,0.0,0.0,0.0,0.0,9669,5392
5319,0.0,0.0,0.0,0.0,9742,5393
5320,0.0,0.0,0.0,0.0,9974,5394
5321,0.0,0.0,0.0,0.0,9021,5395
5322,0.0,0.0,0.0,0.0,9214,5396
5323,0.0,0.0,0.0,0.0,9625,5397
5324,0.0,0.0,0.0,0.0,9905,5398
5325,0.0,0.0,0.0,0.0,9731,5399
5326,0.0,0.0,0.0,0.0,9681,5400
5327,0.0,0.0,0.0,0.0,9681,5401
5328,0.0,0.0,0.0,0.0,9675,5402
5329,0.0,0.0,0.0,0.0,9445,5403
5330,0.0,0.0,0.0,0.0,9296,5404
5331,0.0,0.0,0.0,0.0,9053,5405
5332,0.0,0.0,0.0,0.0,9492,5406
5333,0.0,0.0,0.0,0.0,9487,5407
5334,0.0,0.0,0.0,0.0,9265,5408
5335,0.0,0.0,0.0,0.0,10058,5409
5336,0.0,0.0,0.0,0.0,8500,5410
5337,0.0,0.0,0.0,0.0,5382,5411
5338,0.0,0.0,0.0,0.0,9786,5412
5339,0.0,0.0,0.0,0.0,9947,5413
5340,0.0,0.0,0.0,0.0,9719,5414
5341,0.0,0.0,0.0,0.0,9058,5415
5342,0.0,0.0,0.0,0.0,9767,5416
5343,0.0,0.0,0.0,0.0,9312,5417
5344,0.0,0.0,0.0,0.0,9164,5418
5345,0.0,0.0,0.0,0.0,9990,5419
5346,0.0,0.0,0.0,0.0,9777,5420
5347,0.0,0.0,0.0,0.0,10256,5421
5348,0.0,0.0,0.0,0.0,9375,5422
5349,0.0,0.0,0.0,0.0,9830,5423
5350,0.0,0.0,0.0,0.0,9597,5424
5351,0.0,0.0,0.0,0.0,9832,5425
5352,0.0,0.0,0.0,0.0,9813,5426
5353,0.0,0.0,0.0,0.0,9568,5427
5354,0.0,0.0,0.0,0.0,9417,5428
5355,0.0,0.0,0.0,0.0,9812,5429
5356,0.0,0.0,0.0,0.0,9145,5430
5357,0.0,0.0,0.0,0.0,9617,5431
5358,0.0,0.0,0.0,0.0,9779,5432
5359,0.0,0.0,0.0,0.0,9609,5433
5360,0.0,0.0,0.0,0.0,9577,5434
5361,0.0,0.0,0.0,0.0,9840,5435
5362,0.0,0.0,0.0,0.0,9607,5436
5363,0.0,0.0,0.0,0.0,9769,5437
5364,0.0,0.0,0.0,0.0,9781,5438
5365,0.0,0.0,0.0,0.0,10284,5439
5366,0.0,0.0,0.0,0.0,9667,5440
5367,0.0,0.0,0.0,0.0,9587,5441
5368,0.0,0.0,0.0,0.0,9574,5442
5369,0.0,0.0,0.0,0.0,9153,5443
5370,0.0,0.0,0.0,0.0,9783,5444
5371,0.0,0.0,0.0,0.0,10045,5445
5372,0.0,0.0,0.0,0.0,9431,5446
5373,0.0,0.0,0.0,0.0,9588,5447
5374,0.0,0.0,0.0,0.0,9354,5448
5375,0.0,0.0,0.0,0.0,9950,5449
5376,0.0,0.0,0.0,0.0,9366,5450
5377,0.0,0.0,0.0,0.0,8820,5451
5378,0.0,0.0,0.0,0.0,5200,5452
5379,0.0,0.0,0.0,0.0,9772,5453
5380,0.0,0.0,0.0,0.0,9639,5454
5381,0.0,0.0,0.0,0.0,9587,5455
5382,0.0,0.0,0.0,0.0,9769,5456
5383,0.0,0.0,0.0,0.0,9802,5457
5384,0.0,0.0,0.0,0.0,9324,5458
5385,0.0,0.0,0.0,0.0,9584,5459
5386,0.0,0.0,0.0,0.0,9997,5460
5387,0.0,0.0,0.0,0.0,9878,5461
5388,0.0,0.0,0.0,0.0,9152,5462
5389,0.0,0.0,0.0,0.0,9567,5463
5390,0.0,0.0,0.0,0.0,9572,5464
5391,0.0,0.0,0.0,0.0,9388,5465
5392,0.0,0.0,0.0,0.0,9763,5466
5393,0.0,0.0,0.0,0.0,9507,5467
5394,0.0,0.0,0.0,0.0,9615,5468
5395,0.0,0.0,0.0,0.0,9686,5469
5396,0.0,0.0,0.0,0.0,9526,5470
5397,0.0,0.0,0.0,0.0,9714,5471
5398,0.0,0.0,0.0,0.0,9512,5472
5399,0.0,0.0,0.0,0.0,9605,5473
5400,0.0,0.0,0.0,0.0,9093,5474
5401,0.0,0.0,0.0,0.0,9519,5475
5402,0.0,0.0,0.0,0.0,9759,5476
5403,0.0,0.0,0.0,0.0,9316,5477
5404,0.0,0.0,0.0,0.0,9747,5478
5405,0.0,0.0,0.0,0.0,9844,5479
5406,0.0,0.0,0.0,0.0,9741,5480
5407,0.0,0.0,0.0,0.0,9595,5481
5408,0.0,0.0,0.0,0.0,9602,5482
5409,0.0,0.0,0.0,0.0,9737,5483
5410,0.0,0.0,0.0,0.0,8712,5484
5411,0.0,0.0,0.0,0.0,9808,5485
5412,0.0,0.0,0.0,0.0,9570,5486
5413,0.0,0.0,0.0,0.0,9568,5487
5414,0.0,0.0,0.0,0.0,9355,5488
5415,0.0,0.0,0.0,0.0,9842,5489
5416,0.0,0.0,0.0,0.0,9453,5490
5417,0.0,0.0,0.0,0.0,9781,5491
5418,0.0,0.0,0.0,0.0,8995,5492
5419,0.0,0.0,0.0,0.0,5310,5493
5420,0.0,0.0,0.0,0.0,9578,5494
5421,0.0,0.0,0.0,0.0,10044,5495
5422,0.0,0.0,0.0,0.0,10257,5496
5423,0.0,0.0,0.0,0.0,8972,5497
5424,0.0,0.0,0.0,0.0,9624,5498
5425,0.0,0.0,0.0,0.0,10188,5499
5426,0.0,0.0,0.0,0.0,9601,5500
5427,0.0,0.0,0.0,0.0,9797,5501
5428,0.0,0.0,0.0,0.0,10012,5502
5429,0.0,0.0,0.0,0.0,9828,5503
5430,0.0,0.0,0.0,0.0,9766,5504
5431,0.0,0.0,0.0,0.0,10014,5505
5432,0.0,0.0,0.0,0.0,9830,5506
5433,0.0,0.0,0.0,0.0,9867,5507
5434,0.0,0.0,0.0,0.0,9784,5508
5435,0.0,0.0,0.0,0.0,10052,5509
5436,0.0,0.0,0.0,0.0,9760,5510
5437,0.0,0.0,0.0,0.0,9954,5511
5438,0.0,0.0,0.0,0.0,10161,5512
5439,0.0,0.0,0.0,0.0,9339,5513
5440,0.0,0.0,0.0,0.0,10267,5514
5441,0.0,0.0,0.0,0.0,9786,5515
5442,0.0,0.0,0.0,0.0,10263,5516
5443,0.0,0.0,0.0,0.0,10058,5517
5444,0.0,0.0,0.0,0.0,9591,5518
5445,0.0,0.0,0.0,0.0,9771,5519
5446,0.0,0.0,0.0,0.0,9759,5520
5447,0.0,0.0,0.0,0.0,10009,5521
5448,0.0,0.0,0.0,0.0,9382,5522
5449,0.0,0.0,0.0,0.0,9648,5523
5450,0.0,0.0,0.0,0.0,9612,5524
5451,0.0,0.0,0.0,0.0,9609,5525
5452,0.0,0.0,0.0,0.0,9623,5526
5453,0.0,0.0,0.0,0.0,10056,5527
5454,0.0,0.0,0.0,0.0,10082,5528
5455,0.0,0.0,0.0,0.0,9833,5529
5456,0.0,0.0,0.0,0.0,10032,5530
5457,0.0,0.0,0.0,0.0,9992,5531
5458,0.0,0.0,0.0,0.0,9938,5532
5459,0.0,0.0,0.0,0.0,9209,5533
5460,0.0,0.0,0.0,0.0,5532,5534
5461,0.0,0.0,0.0,0.0,9888,5535
5462,0.0,0.0,0.0,0.0,10126,5536
5463,0.0,0.0,0.0,0.0,10303,5537
5464,0.0,0.0,0.0,0.0,9936,5538
5465,0.0,0.0,0.0,0.0,10114,5539
5466,0.0,0.0,0.0,0.0,10494,5540
5467,0.0,0.0,0.0,0.0,10145,5541
5468,0.0,0.0,0.0,0.0,10372,5542
5469,0.0,0.0,0.0,0.0,9899,5543
5470,0.0,0.0,0.0,0.0,10082,5544
5471,0.0,0.0,0.0,0.0,9862,5545
5472,0.0,0.0,0.0,0.0,9862,5546
5473,0.0,0.0,0.0,0.0,10106,5547
5474,0.0,0.0,0.0,0.0,9632,5548
5475,0.0,0.0,0.0,0.0,10078,5549
5476,0.0,0.0,0.0,0.0,9907,5550
5477,0.0,0.0,0.0,0.0,10096,5551
5478,0.0,0.0,0.0,0.0,9863,5552
5479,0.0,0.0,0.0,0.0,9583,5553
5480,0.0,0.0,0.0,0.0,9850,5554
5481,0.0,0.0,0.0,0.0,10129,5555
5482,0.0,0.0,0.0,0.0,10127,5556
5483,0.0,0.0,0.0,0.0,9436,5557
5484,0.0,0.0,0.0,0.0,9219,5558
5485,0.0,0.0,0.0,0.0,10042,5559
5486,0.0,0.0,0.0,0.0,9635,5560
5487,0.0,0.0,0.0,0.0,9438,5561
5488,0.0,0.0,0.0,0.0,10589,5562
5489,0.0,0.0,0.0,0.0,9867,5563
5490,0.0,0.0,0.0,0.0,10033,5564
5491,0.0,0.0,0.0,0.0,10052,5565
5492,0.0,0.0,0.0,0.0,10074,5566
5493,0.0,0.0,0.0,0.0,9863,5567
5494,0.0,0.0,0.0,0.0,10109,5568
5495,0.0,0.0,0.0,0.0,9463,5569
5496,0.0,0.0,0.0,0.0,8741,5570
5497,0.0,0.0,0.0,0.0,9697,5571
5498,0.0,0.0,0.0,0.0,9965,5572
5499,0.0,0.0,0.0,0.0,9212,5573
5500,0.0,0.0,0.0,0.0,8843,5574
5501,0.0,0.0,0.0,0.0,5277,5575
5502,0.0,0.0,0.0,0.0,9320,5576
5503,0.0,0.0,0.0,0.0,9947,5577
5504,0.0,0.0,0.0,0.0,9729,5578
5505,0.0,0.0,0.0,0.0,10211,5579
5506,0.0,0.0,0.0,0.0,9515,5580
5507,0.0,0.0,0.0,0.0,9899,5581
5508,0.0,0.0,0.0,0.0,10384,5582
5509,0.0,0.0,0.0,0.0,9501,5583
5510,0.0,0.0,0.0,0.0,9962,5584
5511,0.0,0.0,0.0,0.0,10245,5585
5512,0.0,0.0,0.0,0.0,10411,5586
5513,0.0,0.0,0.0,0.0,10166,5587
5514,0.0,0.0,0.0,0.0,10010,5588
5515,0.0,0.0,0.0,0.0,10173,5589
5516,0.0,0.0,0.0,0.0,10223,5590
5517,0.0,0.0,0.0,0.0,9965,5591
5518,0.0,0.0,0.0,0.0,9739,5592
5519,0.0,0.0,0.0,0.0,9277,5593
5520,0.0,0.0,0.0,0.0,9505,5594
5521,0.0,0.0,0.0,0.0,9551,5595
5522,0.0,0.0,0.0,0.0,9568,5596
5523,0.0,0.0,0.0,0.0,9793,5597
5524,0.0,0.0,0.0,0.0,9756,5598
5525,0.0,0.0,0.0,0.0,10131,5599
5526,0.0,0.0,0.0,0.0,9527,5600
5527,0.0,0.0,0.0,0.0,10203,5601
5528,0.0,0.0,0.0,0.0,9464,5602
5529,0.0,0.0,0.0,0.0,9946,5603
5530,0.0,0.0,0.0,0.0,10183,5604
5531,0.0,0.0,0.0,0.0,9115,5605
5532,0.0,0.0,0.0,0.0,9965,5606
5533,0.0,0.0,0.0,0.0,9959,5607
5534,0.0,0.0,0.0,0.0,9857,5608
5535,0.0,0.0,0.0,0.0,10073,5609
5536,0.0,0.0,0.0,0.0,9937,5610
5537,0.0,0.0,0.0,0.0,10208,5611
5538,0.0,0.0,0.0,0.0,10194,5612
5539,0.0,0.0,0.0,0.0,10416,5613
5540,0.0,0.0,0.0,0.0,9897,5614
5541,0.0,0.0,0.0,0.0,8807,5615
5542,0.0,0.0,0.0,0.0,5237,5616
5543,0.0,0.0,0.0,0.0,9417,5617
5544,0.0,0.0,0.0,0.0,9932,5618
5545,0.0,0.0,0.0,0.0,9865,5619
5546,0.0,0.0,0.0,0.0,10052,5620
5547,0.0,0.0,0.0,0.0,10121,5621
5548,0.0,0.0,0.0,0.0,9912,5622
5549,0.0,0.0,0.0,0.0,9923,5623
5550,0.0,0.0,0.0,0.0,10167,5624
5551,0.0,0.0,0.0,0.0,9909,5625
5552,0.0,0.0,0.0,0.0,9928,5626
5553,0.0,0.0,0.0,0.0,9691,5627
5554,0.0,0.0,0.0,0.0,9019,5628
5555,0.0,0.0,0.0,0.0,10364,5629
5556,0.0,0.0,0.0,0.0,9903,5630
5557,0.0,0.0,0.0,0.0,9324,5631
5558,0.0,0.0,0.0,0.0,9722,5632
5559,0.0,0.0,0.0,0.0,10329,5633
5560,0.0,0.0,0.0,0.0,9719,5634
5561,0.0,0.0,0.0,0.0,9493,5635
5562,0.0,0.0,0.0,0.0,9887,5636
5563,0.0,0.0,0.0,0.0,9860,5637
5564,0.0,0.0,0.0,0.0,10132,5638
5565,0.0,0.0,0.0,0.0,9915,5639
5566,0.0,0.0,0.0,0.0,9667,5640
5567,0.0,0.0,0.0,0.0,9232,5641
5568,0.0,0.0,0.0,0.0,9691,5642
5569,0.0,0.0,0.0,0.0,10054,5643
5570,0.0,0.0,0.0,0.0,9486,5644
5571,0.0,0.0,0.0,0.0,9880,5645
5572,0.0,0.0,0.0,0.0,9934,5646
5573,0.0,0.0,0.0,0.0,10068,5647
5574,0.0,0.0,0.0,0.0,9488,5648
5575,0.0,0.0,0.0,0.0,9888,5649
5576,0.0,0.0,0.0,0.0,9842,5650
5577,0.0,0.0,0.0,0.0,10078,5651
5578,0.0,0.0,0.0,0.0,10325,5652
5579,0.0,0.0,0.0,0.0,9024,5653
5580,0.0,0.0,0.0,0.0,9887,5654
5581,0.0,0.0,0.0,0.0,10258,5655
5582,0.0,0.0,0.0,0.0,8430,5656
5583,0.0,0.0,0.0,0.0,5638,5657
5584,0.0,0.0,0.0,0.0,9507,5658
5585,0.0,0.0,0.0,0.0,9690,5659
5586,0.0,0.0,0.0,0.0,9598,5660
5587,0.0,0.0,0.0,0.0,9603,5661
5588,0.0,0.0,0.0,0.0,9900,5662
5589,0.0,0.0,0.0,0.0,8956,5663
5590,0.0,0.0,0.0,0.0,9455,5664
5591,0.0,0.0,0.0,0.0,9975,5665
5592,0.0,0.0,0.0,0.0,9484,5666
5593,0.0,0.0,0.0,0.0,9900,5667
5594,0.0,0.0,0.0,0.0,9846,5668
5595,0.0,0.0,0.0,0.0,9954,5669
5596,0.0,0.0,0.0,0.0,10223,5670
5597,0.0,0.0,0.0,0.0,9660,5671
5598,0.0,0.0,0.0,0.0,9734,5672
5599,0.0,0.0,0.0,0.0,9410,5673
5600,0.0,0.0,0.0,0.0,10169,5674
5601,0.0,0.0,0.0,0.0,9837,5675
5602,0.0,0.0,0.0,0.0,9235,5676
5603,0.0,0.0,0.0,0.0,10079,5677
5604,0.0,0.0,0.0,0.0,9397,5678
5605,0.0,0.0,0.0,0.0,8753,5679
5606,0.0,0.0,0.0,0.0,9738,5680
5607,0.0,0.0,0.0,0.0,9810,5681
5608,0.0,0.0,0.0,0.0,9341,5682
5609,0.0,0.0,0.0,0.0,9834,5683
5610,0.0,0.0,0.0,0.0,8813,5684
5611,0.0,0.0,0.0,0.0,9679,5685
5612,0.0,0.0,0.0,0.0,9918,5686
5613,0.0,0.0,0.0,0.0,10132,5687
5614,0.0,0.0,0.0,0.0,9191,5688
5615,0.0,0.0,0.0,0.0,9209,5689
5616,0.0,0.0,0.0,0.0,9908,5690
5617,0.0,0.0,0.0,0.0,9274,5691
5618,0.0,0.0,0.0,0.0,9307,5692
5619,0.0,0.0,0.0,0.0,9980,5693
5620,0.0,0.0,0.0,0.0,10123,5694
5621,0.0,0.0,0.0,0.0,9937,5695
5622,0.0,0.0,0.0,0.0,9839,5696
5623,0.0,0.0,0.0,0.0,8797,5697
5624,0.0,0.0,0.0,0.0,6050,5698
5625,0.0,0.0,0.0,0.0,8845,5699
5626,0.0,0.0,0.0,0.0,9553,5700
5627,0.0,0.0,0.0,0.0,10090,5701
5628,0.0,0.0,0.0,0.0,8838,5702
5629,0.0,0.0,0.0,0.0,9647,5703
5630,0.0,0.0,0.0,0.0,10251,5704
5631,0.0,0.0,0.0,0.0,9682,5705
5632,0.0,0.0,0.0,0.0,9924,5706
5633,0.0,0.0,0.0,0.0,9939,5707
5634,0.0,0.0,0.0,0.0,9946,5708
5635,0.0,0.0,0.0,0.0,9903,5709
5636,0.0,0.0,0.0,0.0,10017,5710
5637,0.0,0.0,0.0,0.0,9934,5711
5638,0.0,0.0,0.0,0.0,9722,5712
5639,0.0,0.0,0.0,0.0,10165,5713
5640,0.0,0.0,0.0,0.0,9963,5714
5641,0.0,0.0,0.0,0.0,9466,5715
5642,0.0,0.0,0.0,0.0,10085,5716
5643,0.0,0.0,0.0,0.0,10144,5717
5644,0.0,0.0,0.0,0.0,8964,5718
5645,0.0,0.0,0.0,0.0,10119,5719
5646,0.0,0.0,0.0,0.0,10339,5720
5647,0.0,0.0,0.0,0.0,9895,5721
5648,0.0,0.0,0.0,0.0,10367,5722
5649,0.0,0.0,0.0,0.0,10116,5723
5650,0.0,0.0,0.0,0.0,10192,5724
5651,0.0,0.0,0.0,0.0,10185,5725
5652,0.0,0.0,0.0,0.0,9653,5726
5653,0.0,0.0,0.0,0.0,9721,5727
5654,0.0,0.0,0.0,0.0,10216,5728
5655,0.0,0.0,0.0,0.0,9708,5729
5656,0.0,0.0,0.0,0.0,9417,5730
5657,0.0,0.0,0.0,0.0,9450,5731
5658,0.0,0.0,0.0,0.0,9884,5732
5659,0.0,0.0,0.0,0.0,10014,5733
5660,0.0,0.0,0.0,0.0,9953,5734
5661,0.0,0.0,0.0,0.0,9995,5735
5662,0.0,0.0,0.0,0.0,9993,5736
5663,0.0,0.0,0.0,0.0,9914,5737
5664,0.0,0.0,0.0,0.0,9281,5738
5665,0.0,0.0,0.0,0.0,5690,5739
5666,0.0,0.0,0.0,0.0,9834,5740
5667,0.0,0.0,0.0,0.0,9855,5741
5668,0.0,0.0,0.0,0.0,10011,5742
5669,0.0,0.0,0.0,0.0,10192,5743
5670,0.0,0.0,0.0,0.0,10192,5744
5671,0.0,0.0,0.0,0.0,9778,5745
5672,0.0,0.0,0.0,0.0,10017,5746
5673,0.0,0.0,0.0,0.0,10019,5747
5674,0.0,0.0,0.0,0.0,10189,5748
5675,0.0,0.0,0.0,0.0,9962,5749
5676,0.0,0.0,0.0,0.0,8837,5750
5677,0.0,0.0,0.0,0.0,10200,5751
5678,0.0,0.0,0.0,0.0,10015,5752
5679,0.0,0.0,0.0,0.0,9417,5753
5680,0.0,0.0,0.0,0.0,9843,5754
