,T03,T04,T05,T06,T02,index
1202,0.0,0.0,0.0,0.0,7928,2098
1203,0.0,0.0,0.0,0.0,8020,2099
1206,0.0,0.0,0.0,0.0,7422,2100
1207,0.0,0.0,0.0,0.0,7274,2101
1208,0.0,0.0,0.0,0.0,6380,2102
1209,0.0,0.0,0.0,0.0,8218,2103
1210,0.0,0.0,0.0,0.0,7645,2104
1211,0.0,0.0,0.0,0.0,8100,2105
1212,0.0,0.0,0.0,0.0,7777,2106
1213,0.0,0.0,0.0,0.0,7948,2107
1214,0.0,0.0,0.0,0.0,8133,2108
1215,0.0,0.0,0.0,0.0,7822,2109
1217,0.0,0.0,0.0,0.0,7619,2110
1218,0.0,0.0,0.0,0.0,8099,2111
1219,0.0,0.0,0.0,0.0,7978,2112
1220,0.0,0.0,0.0,0.0,8090,2113
1221,0.0,0.0,0.0,0.0,7806,2114
1222,0.0,0.0,0.0,0.0,7813,2115
1223,0.0,0.0,0.0,0.0,7907,2116
1224,0.0,0.0,0.0,0.0,8144,2117
1225,0.0,0.0,0.0,0.0,8058,2118
1226,0.0,0.0,0.0,0.0,7789,2119
1228,0.0,0.0,0.0,0.0,7820,2120
1229,0.0,0.0,0.0,0.0,7811,2121
1230,0.0,0.0,0.0,0.0,7777,2122
1231,0.0,0.0,0.0,0.0,7839,2123
1232,0.0,0.0,0.0,0.0,8178,2124
1233,0.0,0.0,0.0,0.0,8348,2125
1234,0.0,0.0,0.0,0.0,7993,2126
1235,0.0,0.0,0.0,0.0,7614,2127
1236,0.0,0.0,0.0,0.0,8033,2128
1237,0.0,0.0,0.0,0.0,8149,2129
1239,0.0,0.0,0.0,0.0,8046,2130
1240,0.0,0.0,0.0,0.0,8479,2131
1241,0.0,0.0,0.0,0.0,8019,2132
1242,0.0,0.0,0.0,0.0,7723,2133
1243,0.0,0.0,0.0,0.0,8084,2134
1244,0.0,0.0,0.0,0.0,7717,2135
1245,0.0,0.0,0.0,0.0,7661,2136
1246,0.0,0.0,0.0,0.0,8008,2137
1247,0.0,0.0,0.0,0.0,7697,2138
1248,0.0,0.0,0.0,0.0,7719,2139
1250,0.0,0.0,0.0,0.0,7860,2140
1251,0.0,0.0,0.0,0.0,8084,2141
1252,0.0,0.0,0.0,0.0,7620,2142
1253,0.0,0.0,0.0,0.0,6589,2143
1254,0.0,0.0,0.0,0.0,8053,2144
1255,0.0,0.0,0.0,0.0,7633,2145
1256,0.0,0.0,0.0,0.0,8101,2146
1257,0.0,0.0,0.0,0.0,8141,2147
1258,0.0,0.0,0.0,0.0,8133,2148
1259,0.0,0.0,0.0,0.0,8166,2149
1261,0.0,0.0,0.0,0.0,8285,2150
1262,0.0,0.0,0.0,0.0,8319,2151
1263,0.0,0.0,0.0,0.0,7911,2152
1264,0.0,0.0,0.0,0.0,7896,2153
1265,0.0,0.0,0.0,0.0,7956,2154
1266,0.0,0.0,0.0,0.0,7978,2155
1267,0.0,0.0,0.0,0.0,8242,2156
1268,0.0,0.0,0.0,0.0,7861,2157
1269,0.0,0.0,0.0,0.0,8006,2158
1270,0.0,0.0,0.0,0.0,8186,2159
1272,0.0,0.0,0.0,0.0,8171,2160
1273,0.0,0.0,0.0,0.0,8336,2161
1274,0.0,0.0,0.0,0.0,8328,2162
1275,0.0,0.0,0.0,0.0,8271,2163
1276,0.0,0.0,0.0,0.0,8331,2164
1277,0.0,0.0,0.0,0.0,8130,2165
1278,0.0,0.0,0.0,0.0,8329,2166
1279,0.0,0.0,0.0,0.0,8364,2167
1280,0.0,0.0,0.0,0.0,8325,2168
1281,0.0,0.0,0.0,0.0,7968,2169
1283,0.0,0.0,0.0,0.0,8043,2170
1284,0.0,0.0,0.0,0.0,7884,2171
1285,0.0,0.0,0.0,0.0,8205,2172
1286,0.0,0.0,0.0,0.0,8368,2173
1287,0.0,0.0,0.0,0.0,8410,2174
1288,0.0,0.0,0.0,0.0,8051,2175
1289,0.0,0.0,0.0,0.0,8385,2176
1290,0.0,0.0,0.0,0.0,8571,2177
1291,0.0,0.0,0.0,0.0,8394,2178
1292,0.0,0.0,0.0,0.0,8248,2179
1294,0.0,0.0,0.0,0.0,8402,2180
1295,0.0,0.0,0.0,0.0,8066,2181
1296,0.0,0.0,0.0,0.0,7424,2182
1297,0.0,0.0,0.0,0.0,7348,2183
1298,0.0,0.0,0.0,0.0,6395,2184
1299,0.0,0.0,0.0,0.0,8367,2185
1300,0.0,0.0,0.0,0.0,8314,2186
1301,0.0,0.0,0.0,0.0,8043,2187
1302,0.0,0.0,0.0,0.0,8182,2188
1303,0.0,0.0,0.0,0.0,8388,2189
1305,0.0,0.0,0.0,0.0,8056,2190
1306,0.0,0.0,0.0,0.0,8239,2191
1307,0.0,0.0,0.0,0.0,7735,2192
1308,0.0,0.0,0.0,0.0,8018,2193
1309,0.0,0.0,0.0,0.0,8292,2194
1310,0.0,0.0,0.0,0.0,8270,2195
1311,0.0,0.0,0.0,0.0,8395,2196
1312,0.0,0.0,0.0,0.0,8440,2197
1313,0.0,0.0,0.0,0.0,8179,2198
1314,0.0,0.0,0.0,0.0,8215,2199
1317,0.0,0.0,0.0,0.0,8333,2200
1318,0.0,0.0,0.0,0.0,8083,2201
1319,0.0,0.0,0.0,0.0,8417,2202
1320,0.0,0.0,0.0,0.0,8446,2203
1321,0.0,0.0,0.0,0.0,8233,2204
1322,0.0,0.0,0.0,0.0,7871,2205
1323,0.0,0.0,0.0,0.0,8240,2206
1324,0.0,0.0,0.0,0.0,8052,2207
1325,0.0,0.0,0.0,0.0,8059,2208
1326,0.0,0.0,0.0,0.0,8063,2209
1328,0.0,0.0,0.0,0.0,8479,2210
1329,0.0,0.0,0.0,0.0,8281,2211
1330,0.0,0.0,0.0,0.0,8128,2212
1331,0.0,0.0,0.0,0.0,8254,2213
1332,0.0,0.0,0.0,0.0,8345,2214
1333,0.0,0.0,0.0,0.0,8422,2215
1334,0.0,0.0,0.0,0.0,8292,2216
1335,0.0,0.0,0.0,0.0,8082,2217
1336,0.0,0.0,0.0,0.0,7885,2218
1337,0.0,0.0,0.0,0.0,8462,2219
1339,0.0,0.0,0.0,0.0,8236,2220
1340,0.0,0.0,0.0,0.0,8101,2221
1341,0.0,0.0,0.0,0.0,8278,2222
1342,0.0,0.0,0.0,0.0,8027,2223
1343,0.0,0.0,0.0,0.0,7652,2224
1344,0.0,0.0,0.0,0.0,6382,2225
1345,0.0,0.0,0.0,0.0,8476,2226
1346,0.0,0.0,0.0,0.0,7991,2227
1347,0.0,0.0,0.0,0.0,8278,2228
1348,0.0,0.0,0.0,0.0,7929,2229
1350,0.0,0.0,0.0,0.0,8316,2230
1351,0.0,0.0,0.0,0.0,7950,2231
1352,0.0,0.0,0.0,0.0,8043,2232
1353,0.0,0.0,0.0,0.0,8308,2233
1354,0.0,0.0,0.0,0.0,7914,2234
1355,0.0,0.0,0.0,0.0,8271,2235
1356,0.0,0.0,0.0,0.0,7934,2236
1357,0.0,0.0,0.0,0.0,8473,2237
1358,0.0,0.0,0.0,0.0,8467,2238
1359,0.0,0.0,0.0,0.0,7745,2239
1361,0.0,0.0,0.0,0.0,7949,2240
1362,0.0,0.0,0.0,0.0,7986,2241
1363,0.0,0.0,0.0,0.0,7958,2242
1364,0.0,0.0,0.0,0.0,7790,2243
1365,0.0,0.0,0.0,0.0,8135,2244
1366,0.0,0.0,0.0,0.0,8268,2245
1367,0.0,0.0,0.0,0.0,8323,2246
1368,0.0,0.0,0.0,0.0,6718,2247
1369,0.0,0.0,0.0,0.0,8146,2248
1370,0.0,0.0,0.0,0.0,8294,2249
1372,0.0,0.0,0.0,0.0,7905,2250
1373,0.0,0.0,0.0,0.0,8436,2251
1374,0.0,0.0,0.0,0.0,8135,2252
1375,0.0,0.0,0.0,0.0,8094,2253
1376,0.0,0.0,0.0,0.0,8306,2254
1377,0.0,0.0,0.0,0.0,8275,2255
1378,0.0,0.0,0.0,0.0,8445,2256
1379,0.0,0.0,0.0,0.0,8319,2257
1380,0.0,0.0,0.0,0.0,8517,2258
1381,0.0,0.0,0.0,0.0,8359,2259
1383,0.0,0.0,0.0,0.0,8178,2260
1384,0.0,0.0,0.0,0.0,7760,2261
1385,0.0,0.0,0.0,0.0,7984,2262
1386,0.0,0.0,0.0,0.0,8134,2263
1387,0.0,0.0,0.0,0.0,8233,2264
1388,0.0,0.0,0.0,0.0,5131,2265
1389,0.0,0.0,0.0,0.0,6387,2266
1390,0.0,0.0,0.0,0.0,8581,2267
1391,0.0,0.0,0.0,0.0,8576,2268
1392,0.0,0.0,0.0,0.0,7829,2269
1394,0.0,0.0,0.0,0.0,7753,2270
1395,0.0,0.0,0.0,0.0,8158,2271
1396,0.0,0.0,0.0,0.0,7308,2272
1397,0.0,0.0,0.0,0.0,8191,2273
1398,0.0,0.0,0.0,0.0,8368,2274
1399,0.0,0.0,0.0,0.0,8515,2275
1400,0.0,0.0,0.0,0.0,8524,2276
1401,0.0,0.0,0.0,0.0,8586,2277
1402,0.0,0.0,0.0,0.0,8386,2278
1403,0.0,0.0,0.0,0.0,8219,2279
1405,0.0,0.0,0.0,0.0,8359,2280
1406,0.0,0.0,0.0,0.0,8083,2281
1407,0.0,0.0,0.0,0.0,8430,2282
1408,0.0,0.0,0.0,0.0,8247,2283
1409,0.0,0.0,0.0,0.0,7998,2284
1410,0.0,0.0,0.0,0.0,8383,2285
1411,0.0,0.0,0.0,0.0,7812,2286
1412,0.0,0.0,0.0,0.0,8417,2287
1413,0.0,0.0,0.0,0.0,8654,2288
1414,0.0,0.0,0.0,0.0,8360,2289
1416,0.0,0.0,0.0,0.0,8299,2290
1417,0.0,0.0,0.0,0.0,8258,2291
1418,0.0,0.0,0.0,0.0,8279,2292
1419,0.0,0.0,0.0,0.0,8502,2293
1420,0.0,0.0,0.0,0.0,8380,2294
1421,0.0,0.0,0.0,0.0,8290,2295
1422,0.0,0.0,0.0,0.0,8296,2296
1423,0.0,0.0,0.0,0.0,8079,2297
1424,0.0,0.0,0.0,0.0,8260,2298
1425,0.0,0.0,0.0,0.0,8281,2299
1428,0.0,0.0,0.0,0.0,8063,2300
1429,0.0,0.0,0.0,0.0,7583,2301
1430,0.0,0.0,0.0,0.0,8265,2302
1431,0.0,0.0,0.0,0.0,8039,2303
1432,0.0,0.0,0.0,0.0,8135,2304
1433,0.0,0.0,0.0,0.0,8055,2305
1434,0.0,0.0,0.0,0.0,7208,2306
1435,0.0,0.0,0.0,0.0,6247,2307
1436,0.0,0.0,0.0,0.0,8879,2308
1437,0.0,0.0,0.0,0.0,8651,2309
1439,0.0,0.0,0.0,0.0,8209,2310
1440,0.0,0.0,0.0,0.0,8662,2311
1441,0.0,0.0,0.0,0.0,8720,2312
1442,0.0,0.0,0.0,0.0,8555,2313
1443,0.0,0.0,0.0,0.0,8701,2314
1444,0.0,0.0,0.0,0.0,8269,2315
1445,0.0,0.0,0.0,0.0,8076,2316
1446,0.0,0.0,0.0,0.0,8682,2317
1447,0.0,0.0,0.0,0.0,8178,2318
1448,0.0,0.0,0.0,0.0,8315,2319
1449,0.0,0.0,0.0,0.0,8866,2320
1450,0.0,0.0,0.0,0.0,8128,2321
1451,0.0,0.0,0.0,0.0,8491,2322
1452,0.0,0.0,0.0,0.0,8370,2323
1453,0.0,0.0,0.0,0.0,8036,2324
1454,0.0,0.0,0.0,0.0,8809,2325
1455,0.0,0.0,0.0,0.0,7991,2326
1456,0.0,0.0,0.0,0.0,7619,2327
1457,0.0,0.0,0.0,0.0,8741,2328
1458,0.0,0.0,0.0,0.0,8687,2329
1460,0.0,0.0,0.0,0.0,8359,2330
1461,0.0,0.0,0.0,0.0,8495,2331
1462,0.0,0.0,0.0,0.0,7964,2332
1463,0.0,0.0,0.0,0.0,8505,2333
1464,0.0,0.0,0.0,0.0,8746,2334
1465,0.0,0.0,0.0,0.0,8882,2335
1466,0.0,0.0,0.0,0.0,8436,2336
1467,0.0,0.0,0.0,0.0,8682,2337
1468,0.0,0.0,0.0,0.0,8492,2338
1469,0.0,0.0,0.0,0.0,8726,2339
1471,0.0,0.0,0.0,0.0,8313,2340
1472,0.0,0.0,0.0,0.0,8615,2341
1473,0.0,0.0,0.0,0.0,8484,2342
1474,0.0,0.0,0.0,0.0,8456,2343
1475,0.0,0.0,0.0,0.0,8345,2344
1476,0.0,0.0,0.0,0.0,8706,2345
1477,0.0,0.0,0.0,0.0,8422,2346
1478,0.0,0.0,0.0,0.0,7817,2347
1479,0.0,0.0,0.0,0.0,6476,2348
1480,0.0,0.0,0.0,0.0,8563,2349
1482,0.0,0.0,0.0,0.0,8601,2350
1483,0.0,0.0,0.0,0.0,8645,2351
1484,0.0,0.0,0.0,0.0,8443,2352
1485,0.0,0.0,0.0,0.0,8615,2353
1486,0.0,0.0,0.0,0.0,7861,2354
1487,0.0,0.0,0.0,0.0,8421,2355
1488,0.0,0.0,0.0,0.0,8802,2356
1489,0.0,0.0,0.0,0.0,8472,2357
1490,0.0,0.0,0.0,0.0,8422,2358
1491,0.0,0.0,0.0,0.0,8483,2359
1493,0.0,0.0,0.0,0.0,8154,2361
1494,0.0,0.0,0.0,0.0,8183,2362
1495,0.0,0.0,0.0,0.0,8472,2363
1496,0.0,0.0,0.0,0.0,8430,2365
1497,0.0,0.0,0.0,0.0,8271,2366
1498,0.0,0.0,0.0,0.0,8046,2367
1499,0.0,0.0,0.0,0.0,8576,2368
1500,0.0,0.0,0.0,0.0,8108,2369
1502,0.0,0.0,0.0,0.0,8685,2370
1503,0.0,0.0,0.0,0.0,8475,2371
1504,0.0,0.0,0.0,0.0,8431,2372
1505,0.0,0.0,0.0,0.0,8410,2373
1506,0.0,0.0,0.0,0.0,8461,2374
1507,0.0,0.0,0.0,0.0,8231,2375
1508,0.0,0.0,0.0,0.0,8296,2376
1509,0.0,0.0,0.0,0.0,8275,2377
1510,0.0,0.0,0.0,0.0,8660,2378
1511,0.0,0.0,0.0,0.0,8471,2379
1513,0.0,0.0,0.0,0.0,8669,2380
1514,0.0,0.0,0.0,0.0,7863,2381
1515,0.0,0.0,0.0,0.0,8391,2382
1516,0.0,0.0,0.0,0.0,8256,2383
1517,0.0,0.0,0.0,0.0,8851,2384
1518,0.0,0.0,0.0,0.0,8844,2385
1519,0.0,0.0,0.0,0.0,8435,2386
1520,0.0,0.0,0.0,0.0,8822,2387
1521,0.0,0.0,0.0,0.0,8018,2388
1522,0.0,0.0,0.0,0.0,6164,2389
1524,0.0,0.0,0.0,0.0,8517,2390
1525,0.0,0.0,0.0,0.0,8500,2391
1526,0.0,0.0,0.0,0.0,8567,2392
1527,0.0,0.0,0.0,0.0,8633,2393
1528,0.0,0.0,0.0,0.0,8787,2394
1529,0.0,0.0,0.0,0.0,8800,2395
1530,0.0,0.0,0.0,0.0,8618,2396
1531,0.0,0.0,0.0,0.0,8963,2397
1532,0.0,0.0,0.0,0.0,8650,2398
1533,0.0,0.0,0.0,0.0,8632,2399
1536,0.0,0.0,0.0,0.0,8586,2400
1537,0.0,0.0,0.0,0.0,8443,2401
1538,0.0,0.0,0.0,0.0,8645,2402
1539,0.0,0.0,0.0,0.0,9207,2403
1540,0.0,0.0,0.0,0.0,8574,2404
1541,0.0,0.0,0.0,0.0,8839,2405
1542,0.0,0.0,0.0,0.0,8214,2406
1543,0.0,0.0,0.0,0.0,8456,2407
1544,0.0,0.0,0.0,0.0,8602,2408
1545,0.0,0.0,0.0,0.0,8528,2409
1547,0.0,0.0,0.0,0.0,8564,2410
1548,0.0,0.0,0.0,0.0,8406,2411
1549,0.0,0.0,0.0,0.0,8413,2412
1550,0.0,0.0,0.0,0.0,8588,2413
1551,0.0,0.0,0.0,0.0,8156,2414
1552,0.0,0.0,0.0,0.0,8757,2415
1553,0.0,0.0,0.0,0.0,8944,2416
1554,0.0,0.0,0.0,0.0,8620,2417
1555,0.0,0.0,0.0,0.0,8766,2418
1556,0.0,0.0,0.0,0.0,8760,2419
1558,0.0,0.0,0.0,0.0,8756,2420
1559,0.0,0.0,0.0,0.0,8403,2421
1560,0.0,0.0,0.0,0.0,8531,2422
1561,0.0,0.0,0.0,0.0,8195,2423
1562,0.0,0.0,0.0,0.0,8364,2424
1563,0.0,0.0,0.0,0.0,8401,2425
1564,0.0,0.0,0.0,0.0,7984,2426
1565,0.0,0.0,0.0,0.0,8726,2427
1566,0.0,0.0,0.0,0.0,8397,2428
1567,0.0,0.0,0.0,0.0,7848,2429
1569,0.0,0.0,0.0,0.0,6377,2430
1570,0.0,0.0,0.0,0.0,8771,2431
1571,0.0,0.0,0.0,0.0,8926,2432
1572,0.0,0.0,0.0,0.0,8369,2433
1573,0.0,0.0,0.0,0.0,8628,2434
1574,0.0,0.0,0.0,0.0,8805,2435
1575,0.0,0.0,0.0,0.0,8817,2436
1576,0.0,0.0,0.0,0.0,8482,2437
1577,0.0,0.0,0.0,0.0,8620,2438
1578,0.0,0.0,0.0,0.0,8438,2439
1580,0.0,0.0,0.0,0.0,8827,2440
1581,0.0,0.0,0.0,0.0,9067,2441
1582,0.0,0.0,0.0,0.0,9209,2442
1583,0.0,0.0,0.0,0.0,8969,2443
1584,0.0,0.0,0.0,0.0,8830,2444
1585,0.0,0.0,0.0,0.0,9069,2445
1586,0.0,0.0,0.0,0.0,8688,2446
1587,0.0,0.0,0.0,0.0,8258,2447
1588,0.0,0.0,0.0,0.0,8858,2448
1589,0.0,0.0,0.0,0.0,8520,2449
1591,0.0,0.0,0.0,0.0,8450,2450
1592,0.0,0.0,0.0,0.0,8856,2451
1593,0.0,0.0,0.0,0.0,8960,2452
1594,0.0,0.0,0.0,0.0,8937,2453
1595,0.0,0.0,0.0,0.0,8279,2454
1596,0.0,0.0,0.0,0.0,8621,2455
1597,0.0,0.0,0.0,0.0,8797,2456
1598,0.0,0.0,0.0,0.0,8834,2457
1599,0.0,0.0,0.0,0.0,8890,2458
1600,0.0,0.0,0.0,0.0,9019,2459
1602,0.0,0.0,0.0,0.0,8995,2460
1603,0.0,0.0,0.0,0.0,8299,2461
1604,0.0,0.0,0.0,0.0,9040,2462
1605,0.0,0.0,0.0,0.0,8993,2463
1606,0.0,0.0,0.0,0.0,8981,2464
1607,0.0,0.0,0.0,0.0,8605,2465
1608,0.0,0.0,0.0,0.0,8762,2466
1609,0.0,0.0,0.0,0.0,8618,2467
1610,0.0,0.0,0.0,0.0,8945,2468
1611,0.0,0.0,0.0,0.0,9029,2469
1613,0.0,0.0,0.0,0.0,8673,2470
1614,0.0,0.0,0.0,0.0,6247,2471
1615,0.0,0.0,0.0,0.0,8835,2472
1616,0.0,0.0,0.0,0.0,8845,2473
1617,0.0,0.0,0.0,0.0,8873,2474
1618,0.0,0.0,0.0,0.0,8589,2475
1619,0.0,0.0,0.0,0.0,8714,2476
1620,0.0,0.0,0.0,0.0,9084,2477
1621,0.0,0.0,0.0,0.0,8904,2478
1622,0.0,0.0,0.0,0.0,8731,2479
1624,0.0,0.0,0.0,0.0,9056,2480
1625,0.0,0.0,0.0,0.0,8885,2481
1626,0.0,0.0,0.0,0.0,8296,2482
1627,0.0,0.0,0.0,0.0,8929,2483
1628,0.0,0.0,0.0,0.0,8336,2484
1629,0.0,0.0,0.0,0.0,8691,2485
1630,0.0,0.0,0.0,0.0,8753,2486
1631,0.0,0.0,0.0,0.0,6970,2487
1632,0.0,0.0,0.0,0.0,9116,2488
1633,0.0,0.0,0.0,0.0,8958,2489
1635,0.0,0.0,0.0,0.0,8566,2490
1636,0.0,0.0,0.0,0.0,9250,2491
1637,0.0,0.0,0.0,0.0,8890,2492
1638,0.0,0.0,0.0,0.0,8959,2493
1639,0.0,0.0,0.0,0.0,8743,2494
1640,0.0,0.0,0.0,0.0,9114,2495
1641,0.0,0.0,0.0,0.0,8699,2496
1642,0.0,0.0,0.0,0.0,8317,2497
1643,0.0,0.0,0.0,0.0,9131,2499
1646,0.0,0.0,0.0,0.0,8933,2500
1647,0.0,0.0,0.0,0.0,9284,2501
1648,0.0,0.0,0.0,0.0,8976,2502
1649,0.0,0.0,0.0,0.0,8744,2503
1650,0.0,0.0,0.0,0.0,8666,2504
1651,0.0,0.0,0.0,0.0,9038,2505
1652,0.0,0.0,0.0,0.0,8720,2506
1653,0.0,0.0,0.0,0.0,9101,2507
1654,0.0,0.0,0.0,0.0,9027,2508
1655,0.0,0.0,0.0,0.0,8084,2509
1657,0.0,0.0,0.0,0.0,8573,2510
1658,0.0,0.0,0.0,0.0,7849,2511
2466,0.0,0.0,0.0,0.0,5663,2512
2467,0.0,0.0,0.0,0.0,7428,2513
2468,0.0,0.0,0.0,0.0,7593,2514
2469,0.0,0.0,0.0,0.0,7973,2515
2470,0.0,0.0,0.0,0.0,7421,2516
2471,0.0,0.0,0.0,0.0,7018,2517
2472,0.0,0.0,0.0,0.0,7714,2518
2473,0.0,0.0,0.0,0.0,7384,2519
2474,0.0,0.0,0.0,0.0,7742,2520
2475,0.0,0.0,0.0,0.0,7931,2521
2476,0.0,0.0,0.0,0.0,7471,2522
2477,0.0,0.0,0.0,0.0,7943,2523
2478,0.0,0.0,0.0,0.0,7815,2524
2479,0.0,0.0,0.0,0.0,7982,2525
2480,0.0,0.0,0.0,0.0,7877,2526
2481,0.0,0.0,0.0,0.0,8079,2527
2482,0.0,0.0,0.0,0.0,8006,2528
2483,0.0,0.0,0.0,0.0,7957,2529
2484,0.0,0.0,0.0,0.0,7911,2530
2485,0.0,0.0,0.0,0.0,8145,2531
2486,0.0,0.0,0.0,0.0,7945,2532
2487,0.0,0.0,0.0,0.0,7986,2533
2488,0.0,0.0,0.0,0.0,8152,2534
2489,0.0,0.0,0.0,0.0,7639,2535
2490,0.0,0.0,0.0,0.0,7438,2536
2491,0.0,0.0,0.0,0.0,8288,2537
2492,0.0,0.0,0.0,0.0,7811,2538
2493,0.0,0.0,0.0,0.0,8001,2539
2494,0.0,0.0,0.0,0.0,8208,2540
2495,0.0,0.0,0.0,0.0,8222,2541
2496,0.0,0.0,0.0,0.0,8255,2542
2497,0.0,0.0,0.0,0.0,8258,2543
2498,0.0,0.0,0.0,0.0,8259,2544
2499,0.0,0.0,0.0,0.0,7676,2545
2500,0.0,0.0,0.0,0.0,8197,2546
2501,0.0,0.0,0.0,0.0,8065,2547
2502,0.0,0.0,0.0,0.0,7842,2548
2503,0.0,0.0,0.0,0.0,8043,2549
2504,0.0,0.0,0.0,0.0,7871,2550
2505,0.0,0.0,0.0,0.0,8258,2551
2506,0.0,0.0,0.0,0.0,7127,2552
2507,0.0,0.0,0.0,0.0,7046,2553
2508,0.0,0.0,0.0,0.0,9012,2554
2509,0.0,0.0,0.0,0.0,9314,2555
2510,0.0,0.0,0.0,0.0,9358,2556
2511,0.0,0.0,0.0,0.0,9293,2557
2512,0.0,0.0,0.0,0.0,9141,2558
2513,0.0,0.0,0.0,0.0,9502,2559
2514,0.0,0.0,0.0,0.0,8868,2560
2515,0.0,0.0,0.0,0.0,9283,2561
2516,0.0,0.0,0.0,0.0,9537,2562
2517,0.0,0.0,0.0,0.0,9767,2563
2518,0.0,0.0,0.0,0.0,9710,2564
2519,0.0,0.0,0.0,0.0,9526,2565
2520,0.0,0.0,0.0,0.0,9310,2566
2521,0.0,0.0,0.0,0.0,9474,2567
2522,0.0,0.0,0.0,0.0,9163,2568
2523,0.0,0.0,0.0,0.0,9590,2569
2524,0.0,0.0,0.0,0.0,9739,2570
2525,0.0,0.0,0.0,0.0,9131,2571
2526,0.0,0.0,0.0,0.0,9512,2572
2527,0.0,0.0,0.0,0.0,9298,2573
2528,0.0,0.0,0.0,0.0,9303,2574
2529,0.0,0.0,0.0,0.0,9500,2575
2530,0.0,0.0,0.0,0.0,9507,2576
2531,0.0,0.0,0.0,0.0,9297,2577
2532,0.0,0.0,0.0,0.0,9479,2578
2533,0.0,0.0,0.0,0.0,9078,2579
2534,0.0,0.0,0.0,0.0,9703,2580
2535,0.0,0.0,0.0,0.0,9304,2581
2536,0.0,0.0,0.0,0.0,9310,2582
2537,0.0,0.0,0.0,0.0,9269,2583
2538,0.0,0.0,0.0,0.0,8937,2584
2539,0.0,0.0,0.0,0.0,9248,2585
2540,0.0,0.0,0.0,0.0,9436,2586
2541,0.0,0.0,0.0,0.0,9421,2587
2542,0.0,0.0,0.0,0.0,9267,2588
2543,0.0,0.0,0.0,0.0,9676,2589
2544,0.0,0.0,0.0,0.0,9662,2590
2545,0.0,0.0,0.0,0.0,9319,2591
2546,0.0,0.0,0.0,0.0,9377,2592
2547,0.0,0.0,0.0,0.0,8408,2593
2548,0.0,0.0,0.0,0.0,6497,2594
2549,0.0,0.0,0.0,0.0,9473,2595
2550,0.0,0.0,0.0,0.0,9190,2596
2551,0.0,0.0,0.0,0.0,9400,2597
2552,0.0,0.0,0.0,0.0,9356,2598
2553,0.0,0.0,0.0,0.0,9378,2599
2554,0.0,0.0,0.0,0.0,9398,2600
2555,0.0,0.0,0.0,0.0,9107,2601
2556,0.0,0.0,0.0,0.0,9523,2602
2557,0.0,0.0,0.0,0.0,9350,2603
2558,0.0,0.0,0.0,0.0,9416,2604
2559,0.0,0.0,0.0,0.0,9568,2605
2560,0.0,0.0,0.0,0.0,9367,2606
2561,0.0,0.0,0.0,0.0,9153,2607
2562,0.0,0.0,0.0,0.0,9103,2608
2563,0.0,0.0,0.0,0.0,9597,2609
2564,0.0,0.0,0.0,0.0,9630,2610
2565,0.0,0.0,0.0,0.0,9576,2611
2566,0.0,0.0,0.0,0.0,9407,2612
2567,0.0,0.0,0.0,0.0,9206,2613
2568,0.0,0.0,0.0,0.0,9526,2614
2569,0.0,0.0,0.0,0.0,9158,2615
2570,0.0,0.0,0.0,0.0,8974,2616
2571,0.0,0.0,0.0,0.0,9378,2617
2572,0.0,0.0,0.0,0.0,9590,2618
2573,0.0,0.0,0.0,0.0,9120,2619
2574,0.0,0.0,0.0,0.0,9126,2620
2575,0.0,0.0,0.0,0.0,9554,2621
2576,0.0,0.0,0.0,0.0,9222,2622
2577,0.0,0.0,0.0,0.0,9593,2623
2578,0.0,0.0,0.0,0.0,9748,2624
2579,0.0,0.0,0.0,0.0,9606,2625
2580,0.0,0.0,0.0,0.0,9596,2626
2581,0.0,0.0,0.0,0.0,9371,2627
2582,0.0,0.0,0.0,0.0,9343,2628
2583,0.0,0.0,0.0,0.0,9139,2629
2584,0.0,0.0,0.0,0.0,9580,2630
2585,0.0,0.0,0.0,0.0,9964,2631
2586,0.0,0.0,0.0,0.0,9352,2632
2587,0.0,0.0,0.0,0.0,9079,2633
2588,0.0,0.0,0.0,0.0,8736,2634
2589,0.0,0.0,0.0,0.0,6863,2635
2590,0.0,0.0,0.0,0.0,9320,2636
2591,0.0,0.0,0.0,0.0,9834,2637
2592,0.0,0.0,0.0,0.0,9654,2638
2593,0.0,0.0,0.0,0.0,9025,2639
2594,0.0,0.0,0.0,0.0,9505,2640
2595,0.0,0.0,0.0,0.0,9476,2641
2596,0.0,0.0,0.0,0.0,9016,2642
2597,0.0,0.0,0.0,0.0,8982,2643
2598,0.0,0.0,0.0,0.0,9610,2644
2599,0.0,0.0,0.0,0.0,9471,2645
2600,0.0,0.0,0.0,0.0,9652,2646
2601,0.0,0.0,0.0,0.0,9830,2647
2602,0.0,0.0,0.0,0.0,9497,2648
2603,0.0,0.0,0.0,0.0,9810,2649
2604,0.0,0.0,0.0,0.0,8591,2650
2605,0.0,0.0,0.0,0.0,9236,2652
2606,0.0,0.0,0.0,0.0,9667,2653
2607,0.0,0.0,0.0,0.0,9488,2654
2608,0.0,0.0,0.0,0.0,9208,2655
2609,0.0,0.0,0.0,0.0,9822,2656
2610,0.0,0.0,0.0,0.0,9824,2657
2611,0.0,0.0,0.0,0.0,9473,2658
2612,0.0,0.0,0.0,0.0,9661,2659
2613,0.0,0.0,0.0,0.0,9442,2660
