,index,length,min,max,var,mean,sum,trims,paths,mean10
74,25,46,176.0,213.0,49.97,207.83,7812,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_25_6000_2000_0.5`_steel_20201218_102506.txt,208.296
75,26,47,173.0,214.0,54.83,207.15,7950,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_26_6000_2000_0.5`_steel_20201218_102511.txt,208.24699999999999
76,27,46,189.0,213.0,28.68,207.17,7782,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_27_6000_2000_0.5`_steel_20201218_102517.txt,208.266
77,28,45,187.0,214.0,30.36,207.84,7643,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_28_6000_2000_0.5`_steel_20201218_102522.txt,208.263
78,29,46,179.0,214.0,44.67,207.76,7809,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_29_6000_2000_0.5`_steel_20201218_102527.txt,208.074
80,30,46,173.0,213.0,55.17,207.89,7815,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_30_6000_2000_0.5`_steel_20201218_102533.txt,207.91
81,31,47,173.0,213.0,55.35,207.85,7983,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_31_6000_2000_0.5`_steel_20201218_102538.txt,207.777
82,32,47,183.0,213.0,39.87,208.0,7990,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_32_6000_2000_0.5`_steel_20201218_102543.txt,207.68800000000002
83,33,47,154.0,215.0,98.94,207.13,7949,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_33_6000_2000_0.5`_steel_20201218_102549.txt,207.718
84,34,47,168.0,213.0,69.43,208.0,7990,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_34_6000_2000_0.5`_steel_20201218_102554.txt,207.61600000000004
85,35,46,179.0,214.0,48.32,208.65,7850,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_35_6000_2000_0.5`_steel_20201218_102559.txt,207.66199999999998
86,36,46,168.0,214.0,68.25,208.54,7845,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_36_6000_2000_0.5`_steel_20201218_102605.txt,207.744
87,37,47,170.0,214.0,59.75,208.89,8032,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_37_6000_2000_0.5`_steel_20201218_102610.txt,207.88299999999998
88,38,46,177.0,215.0,52.31,209.33,7881,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_38_6000_2000_0.5`_steel_20201218_102615.txt,208.05499999999998
89,39,46,180.0,215.0,52.01,210.11,7917,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_39_6000_2000_0.5`_steel_20201218_102621.txt,208.204
91,40,47,162.0,215.0,82.01,209.77,8073,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_40_6000_2000_0.5`_steel_20201218_102626.txt,208.439
92,41,46,175.0,197.0,23.57,190.11,6997,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_41_6000_2000_0.5`_steel_20201218_102809.txt,208.627
93,42,46,189.0,218.0,35.58,213.59,8077,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_42_6000_2000_0.5`_steel_20201218_102815.txt,206.853
94,43,47,175.0,218.0,60.16,212.87,8219,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_43_6000_2000_0.5`_steel_20201218_102820.txt,207.41200000000003
95,44,44,194.0,217.0,32.28,213.25,7711,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_44_6000_2000_0.5`_steel_20201218_102825.txt,207.98600000000002
96,45,47,175.0,217.0,60.6,212.28,8191,"(0.13, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_45_6000_2000_0.5`_steel_20201218_102831.txt,208.51100000000002
97,46,45,191.0,219.0,35.77,214.0,7920,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_46_6000_2000_0.5`_steel_20201218_102836.txt,208.87400000000002
98,47,47,176.0,219.0,66.62,212.89,8220,"(0.13, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_47_6000_2000_0.5`_steel_20201218_102841.txt,209.42
99,48,46,170.0,218.0,74.92,212.5,8027,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_48_6000_2000_0.5`_steel_20201218_102847.txt,209.82
100,49,47,189.0,219.0,39.92,213.68,8257,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_49_6000_2000_0.5`_steel_20201218_102852.txt,210.137
102,50,47,192.0,218.0,34.91,213.53,8250,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_50_6000_2000_0.5`_steel_20201218_102857.txt,210.494
103,51,47,193.0,219.0,34.7,214.32,8287,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_51_6000_2000_0.5`_steel_20201218_102903.txt,210.87000000000003
104,52,47,183.0,220.0,47.68,214.6,8300,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_52_6000_2000_0.5`_steel_20201218_102908.txt,213.291
105,53,45,194.0,220.0,34.87,214.76,7954,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_53_6000_2000_0.5`_steel_20201218_102913.txt,213.392
106,54,45,186.0,221.0,52.78,214.11,7925,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_54_6000_2000_0.5`_steel_20201218_102919.txt,213.58099999999996
107,55,46,194.0,220.0,31.36,214.87,8136,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_55_6000_2000_0.5`_steel_20201218_102924.txt,213.667
108,56,48,187.0,221.0,46.74,214.94,8493,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_56_6000_2000_0.5`_steel_20201218_102929.txt,213.926
109,57,46,194.0,221.0,37.81,215.54,8167,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_57_6000_2000_0.5`_steel_20201218_102935.txt,214.01999999999998
110,58,46,187.0,220.0,43.51,215.3,8156,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_58_6000_2000_0.5`_steel_20201218_102940.txt,214.285
111,59,46,178.0,220.0,64.29,215.13,8148,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_59_6000_2000_0.5`_steel_20201218_102945.txt,214.565
113,60,46,194.0,222.0,35.82,215.85,8181,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_60_6000_2000_0.5`_steel_20201218_102950.txt,214.70999999999998
114,61,46,192.0,220.0,36.63,216.24,8199,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_61_6000_2000_0.5`_steel_20201218_102956.txt,214.942
115,62,46,180.0,221.0,52.97,214.7,8128,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_62_6000_2000_0.5`_steel_20201218_103001.txt,215.13400000000001
116,63,48,177.0,222.0,62.64,215.69,8529,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_63_6000_2000_0.5`_steel_20201218_103006.txt,215.144
117,64,47,192.0,223.0,42.79,215.89,8361,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_64_6000_2000_0.5`_steel_20201218_103012.txt,215.237
118,65,46,187.0,220.0,49.92,215.35,8158,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_65_6000_2000_0.5`_steel_20201218_103017.txt,215.41500000000002
119,66,48,188.0,221.0,42.63,215.08,8500,"(0.11, 0.95)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_66_6000_2000_0.5`_steel_20201218_103022.txt,215.46300000000002
120,67,46,180.0,221.0,56.81,215.17,8150,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_67_6000_2000_0.5`_steel_20201218_103028.txt,215.477
121,68,46,194.0,221.0,42.71,216.78,8224,"(0.15, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_68_6000_2000_0.5`_steel_20201218_103033.txt,215.44
122,69,46,179.0,221.0,66.8,215.96,8186,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_69_6000_2000_0.5`_steel_20201218_103038.txt,215.58800000000002
124,70,46,182.0,223.0,54.67,216.67,8219,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_70_6000_2000_0.5`_steel_20201218_103044.txt,215.671
125,71,45,195.0,222.0,35.85,216.49,8032,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_71_6000_2000_0.5`_steel_20201218_103049.txt,215.75300000000001
126,72,47,186.0,221.0,50.08,216.21,8376,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_72_6000_2000_0.5`_steel_20201218_103054.txt,215.77799999999996
127,73,47,194.0,223.0,37.35,217.0,8413,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_73_6000_2000_0.5`_steel_20201218_103100.txt,215.929
128,74,47,177.0,222.0,64.43,216.47,8388,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_74_6000_2000_0.5`_steel_20201218_103105.txt,216.06
129,75,46,195.0,222.0,36.31,217.33,8249,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_75_6000_2000_0.5`_steel_20201218_103110.txt,216.118
130,76,47,175.0,224.0,79.95,218.21,8470,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_76_6000_2000_0.5`_steel_20201218_103116.txt,216.31600000000003
131,77,47,182.0,223.0,63.19,217.83,8452,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_77_6000_2000_0.5`_steel_20201218_103121.txt,216.629
132,78,47,193.0,223.0,48.08,218.45,8481,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_78_6000_2000_0.5`_steel_20201218_103126.txt,216.89499999999998
133,79,45,197.0,223.0,36.73,218.36,8116,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_79_6000_2000_0.5`_steel_20201218_103132.txt,217.06199999999998
135,80,46,190.0,223.0,46.78,218.13,8286,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_80_6000_2000_0.5`_steel_20201218_103137.txt,217.302
136,81,46,184.0,200.0,19.75,192.17,7092,"(0.33, 0.95)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_81_6000_2000_0.5`_steel_20201218_110616.txt,217.448
137,82,46,192.0,221.0,30.43,215.48,8164,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_82_6000_2000_0.5`_steel_20201218_110622.txt,215.01600000000002
138,83,45,182.0,220.0,43.57,215.02,7966,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_83_6000_2000_0.5`_steel_20201218_110628.txt,214.94299999999998
139,84,47,190.0,220.0,30.61,216.04,8368,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_84_6000_2000_0.5`_steel_20201218_110633.txt,214.74499999999998
140,85,47,185.0,220.0,34.01,215.66,8350,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_85_6000_2000_0.5`_steel_20201218_110638.txt,214.702
141,86,48,194.0,222.0,31.27,216.4,8563,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_86_6000_2000_0.5`_steel_20201218_110644.txt,214.535
142,87,45,201.0,220.0,19.26,217.51,8078,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_87_6000_2000_0.5`_steel_20201218_110649.txt,214.35399999999998
143,88,46,194.0,221.0,32.16,217.02,8235,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_88_6000_2000_0.5`_steel_20201218_110654.txt,214.32200000000003
144,89,46,201.0,221.0,22.86,217.74,8268,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_89_6000_2000_0.5`_steel_20201218_110700.txt,214.179
146,90,45,187.0,224.0,44.43,218.56,8125,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_90_6000_2000_0.5`_steel_20201218_110705.txt,214.11700000000002
147,91,47,186.0,223.0,42.71,218.64,8490,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_91_6000_2000_0.5`_steel_20201218_110710.txt,214.16
148,92,47,188.0,223.0,40.78,218.91,8503,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_92_6000_2000_0.5`_steel_20201218_110716.txt,216.80699999999996
149,93,47,190.0,225.0,42.33,218.98,8506,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_93_6000_2000_0.5`_steel_20201218_110721.txt,217.14999999999995
150,94,46,203.0,223.0,19.79,219.65,8356,"(0.13, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_94_6000_2000_0.5`_steel_20201218_110726.txt,217.546
151,95,47,200.0,225.0,26.16,219.57,8534,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_95_6000_2000_0.5`_steel_20201218_110732.txt,217.90699999999998
152,96,46,201.0,225.0,27.17,220.17,8380,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_96_6000_2000_0.5`_steel_20201218_110737.txt,218.298
153,97,48,179.0,227.0,59.88,220.1,8741,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_97_6000_2000_0.5`_steel_20201218_110742.txt,218.67499999999995
154,98,46,203.0,226.0,27.54,221.28,8431,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_98_6000_2000_0.5`_steel_20201218_110748.txt,218.93400000000003
155,99,46,196.0,225.0,33.57,221.26,8430,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_99_6000_2000_0.5`_steel_20201218_110753.txt,219.35999999999999
0,100,46,195.0,226.0,38.17,221.48,8440,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_100_6000_2000_0.5`_steel_20201218_110758.txt,219.712
1,101,46,199.0,227.0,27.95,222.78,8500,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_101_6000_2000_0.5`_steel_20201218_110803.txt,220.004
2,102,45,196.0,227.0,38.16,222.53,8304,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_102_6000_2000_0.5`_steel_20201218_110809.txt,220.41800000000003
3,103,47,205.0,231.0,33.17,225.7,8822,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_103_6000_2000_0.5`_steel_20201218_110814.txt,220.78000000000003
4,104,47,192.0,231.0,46.39,225.49,8812,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_104_6000_2000_0.5`_steel_20201218_110819.txt,221.452
5,105,46,207.0,231.0,29.21,225.17,8610,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_105_6000_2000_0.5`_steel_20201218_110825.txt,222.036
6,107,46,185.0,228.0,57.61,220.83,8410,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_107_6000_2000_0.5`_steel_20201218_111400.txt,222.596
7,108,46,200.0,228.0,33.19,223.5,8533,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_108_6000_2000_0.5`_steel_20201218_111405.txt,222.66199999999998
8,109,45,202.0,231.0,38.57,225.13,8421,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_109_6000_2000_0.5`_steel_20201218_111411.txt,223.002
10,110,46,197.0,231.0,43.6,225.15,8609,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_110_6000_2000_0.5`_steel_20201218_111416.txt,223.387
11,111,46,192.0,230.0,46.24,224.37,8573,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_111_6000_2000_0.5`_steel_20201218_111421.txt,223.776
12,112,45,185.0,231.0,71.54,225.22,8425,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_112_6000_2000_0.5`_steel_20201218_111427.txt,224.065
13,113,47,200.0,232.0,37.68,226.87,8877,"(0.1, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_113_6000_2000_0.5`_steel_20201218_111432.txt,224.30899999999997
14,114,47,191.0,232.0,53.46,225.81,8827,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_114_6000_2000_0.5`_steel_20201218_111437.txt,224.74300000000002
15,115,45,206.0,233.0,37.87,227.36,8521,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_115_6000_2000_0.5`_steel_20201218_111443.txt,224.754
16,116,48,190.0,234.0,61.29,227.67,9104,"(0.1, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_116_6000_2000_0.5`_steel_20201218_111448.txt,224.94099999999997
17,117,46,199.0,234.0,48.56,227.57,8720,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_117_6000_2000_0.5`_steel_20201218_111453.txt,225.19100000000003
18,118,46,208.0,233.0,31.75,228.37,8757,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_118_6000_2000_0.5`_steel_20201218_111459.txt,225.865
19,119,46,208.0,236.0,47.99,230.5,8855,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_119_6000_2000_0.5`_steel_20201218_111504.txt,226.352
21,120,45,213.0,236.0,24.61,232.73,8763,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_120_6000_2000_0.5`_steel_20201218_111509.txt,226.88899999999998
22,121,46,193.0,221.0,40.71,206.96,7772,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_121_6000_2000_0.5`_steel_20201218_111526.txt,227.647
23,122,45,212.0,237.0,32.89,232.13,8736,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_122_6000_2000_0.5`_steel_20201218_111532.txt,225.906
24,123,46,216.0,238.0,27.91,233.85,9009,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_123_6000_2000_0.5`_steel_20201218_111537.txt,226.59700000000004
25,124,46,212.0,239.0,39.29,234.33,9031,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_124_6000_2000_0.5`_steel_20201218_111542.txt,227.295
26,125,42,216.0,240.0,25.0,236.02,8317,"(0.15, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_125_6000_2000_0.5`_steel_20201218_111548.txt,228.147
27,126,44,210.0,243.0,47.12,237.25,8767,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_126_6000_2000_0.5`_steel_20201218_111553.txt,229.013
28,127,46,209.0,243.0,47.28,237.52,9178,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_127_6000_2000_0.5`_steel_20201218_111558.txt,229.971
29,128,45,202.0,242.0,55.39,235.8,8901,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_128_6000_2000_0.5`_steel_20201218_111604.txt,230.96599999999998
30,129,45,215.0,243.0,41.16,236.87,8949,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_129_6000_2000_0.5`_steel_20201218_111609.txt,231.709
32,130,46,210.0,242.0,42.8,237.22,9164,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_130_6000_2000_0.5`_steel_20201218_111614.txt,232.346
33,131,46,218.0,244.0,32.62,238.04,9202,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_131_6000_2000_0.5`_steel_20201218_111620.txt,232.795
34,132,47,217.0,243.0,35.73,238.47,9422,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_132_6000_2000_0.5`_steel_20201218_111625.txt,235.90299999999996
35,133,44,219.0,244.0,35.54,239.25,8855,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_133_6000_2000_0.5`_steel_20201218_111630.txt,236.53699999999998
36,134,45,217.0,246.0,43.25,240.47,9111,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_134_6000_2000_0.5`_steel_20201218_111636.txt,237.077
