,index,length,min,max,var,mean,sum,trims,paths,mean10
37,44,46,178.0,201.0,25.65,197.33,7329,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_44_6000_2000_0.4_steel_20201217_175537.txt,194.29500000000002
38,45,48,180.0,202.0,21.44,197.27,7645,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_45_6000_2000_0.4_steel_20201217_175543.txt,194.79299999999998
39,46,47,182.0,203.0,20.83,196.85,7466,"(0.13, 0.9)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_46_6000_2000_0.4_steel_20201217_175548.txt,195.209
40,47,46,178.0,205.0,39.05,199.13,7412,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_47_6000_2000_0.4_steel_20201217_175553.txt,195.594
41,48,47,168.0,204.0,39.79,198.66,7551,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_48_6000_2000_0.4_steel_20201217_175559.txt,196.20899999999997
42,49,47,181.0,205.0,23.54,200.26,7626,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_49_6000_2000_0.4_steel_20201217_175604.txt,196.728
44,50,48,180.0,206.0,33.2,199.77,7765,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_50_6000_2000_0.4_steel_20201217_175609.txt,197.33700000000002
45,51,47,181.0,205.0,30.58,199.89,7609,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_51_6000_2000_0.4_steel_20201217_175615.txt,197.712
46,52,46,177.0,205.0,35.39,199.83,7444,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_52_6000_2000_0.4_steel_20201217_175620.txt,198.035
47,53,48,175.0,206.0,40.33,200.08,7780,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_53_6000_2000_0.4_steel_20201217_175625.txt,198.44399999999996
48,54,46,172.0,206.0,38.26,199.09,7410,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_54_6000_2000_0.4_steel_20201217_175631.txt,198.90699999999998
49,55,47,188.0,215.0,33.64,208.81,8028,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_55_6000_2000_0.4_steel_20201217_175636.txt,199.08299999999997
50,56,46,187.0,214.0,28.72,210.24,7923,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_56_6000_2000_0.4_steel_20201217_175641.txt,200.23699999999997
51,57,48,179.0,216.0,44.18,211.1,8309,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_57_6000_2000_0.4_steel_20201217_175647.txt,201.576
52,58,45,193.0,216.0,26.48,211.47,7806,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_58_6000_2000_0.4_steel_20201217_175652.txt,202.77299999999997
53,59,47,188.0,217.0,36.08,212.45,8199,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_59_6000_2000_0.4_steel_20201217_175657.txt,204.054
55,60,47,187.0,217.0,41.88,212.77,8214,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_60_6000_2000_0.4_steel_20201217_175703.txt,205.273
56,61,44,162.0,203.0,44.03,192.7,6807,"(0.15, 0.95)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_61_6000_2000_0.4_steel_20201217_181039.txt,206.57300000000004
57,62,46,188.0,221.0,42.02,214.98,8141,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_62_6000_2000_0.4_steel_20201217_181045.txt,205.85399999999998
58,63,47,175.0,222.0,64.8,216.26,8378,"(0.1, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_63_6000_2000_0.4_steel_20201217_181050.txt,207.369
59,64,47,189.0,221.0,39.51,216.43,8386,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_64_6000_2000_0.4_steel_20201217_181055.txt,208.987
60,65,47,179.0,223.0,57.56,216.7,8399,"(0.1, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_65_6000_2000_0.4_steel_20201217_181101.txt,210.721
61,66,47,204.0,233.0,43.06,227.64,8913,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_66_6000_2000_0.4_steel_20201217_181106.txt,211.51
62,67,47,205.0,239.0,55.34,232.45,9139,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_67_6000_2000_0.4_steel_20201217_181111.txt,213.25
63,68,48,201.0,252.0,90.93,244.04,9890,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_68_6000_2000_0.4_steel_20201217_181117.txt,215.385
64,69,47,221.0,283.0,134.06,255.34,10215,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_69_6000_2000_0.4_steel_20201217_181122.txt,218.642
66,70,47,232.0,270.0,73.12,259.91,10430,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_70_6000_2000_0.4_steel_20201217_181127.txt,222.93099999999998
67,71,47,238.0,295.0,156.52,276.21,11196,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_71_6000_2000_0.4_steel_20201217_181133.txt,227.64499999999998
68,72,48,255.0,319.0,189.44,303.08,12724,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_72_6000_2000_0.4_steel_20201217_181138.txt,235.996
69,73,46,276.0,740.0,22932.57,486.5,20631,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_73_6000_2000_0.4_steel_20201217_181143.txt,244.80599999999998
70,74,47,387.0,755.0,9960.66,616.23,27177,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_74_6000_2000_0.4_steel_20201217_181149.txt,271.83000000000004
71,75,46,394.0,985.0,24852.2,738.07,32203,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T05\T05_load_75_6000_2000_0.4_steel_20201217_181231.txt,311.81
