,index,length,min,max,var,mean,sum,trims,paths,mean10
137,139,46,134.0,155.0,17.13,150.26,5164,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_139_6000_2000_0.3_steel_20201218_134502.txt,147.18099999999998
138,140,46,130.0,154.0,17.94,148.52,5084,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_140_6000_2000_0.3_steel_20201218_134507.txt,147.41400000000002
139,141,46,134.0,155.0,17.85,149.43,5126,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_141_6000_2000_0.3_steel_20201218_134512.txt,147.581
140,142,47,119.0,155.0,38.43,149.0,5217,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_142_6000_2000_0.3_steel_20201218_134518.txt,147.854
141,143,45,132.0,155.0,22.53,149.8,5031,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_143_6000_2000_0.3_steel_20201218_134523.txt,148.06900000000002
142,144,47,122.0,155.0,35.26,149.7,5250,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_144_6000_2000_0.3_steel_20201218_134528.txt,148.449
143,145,46,118.0,155.0,38.0,149.15,5113,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_145_6000_2000_0.3_steel_20201218_134534.txt,148.767
144,146,46,124.0,155.0,26.82,149.63,5135,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_146_6000_2000_0.3_steel_20201218_134539.txt,149.07800000000003
145,147,45,134.0,153.0,20.95,149.84,5033,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_147_6000_2000_0.3_steel_20201218_134544.txt,149.24500000000003
146,148,45,128.0,156.0,22.64,150.33,5055,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_148_6000_2000_0.3_steel_20201218_134550.txt,149.49400000000003
147,149,46,136.0,155.0,15.54,150.72,5185,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_149_6000_2000_0.3_steel_20201218_134555.txt,149.56599999999997
148,150,46,133.0,156.0,16.75,150.7,5184,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_150_6000_2000_0.3_steel_20201218_134600.txt,149.61200000000002
149,151,47,136.0,156.0,19.16,150.28,5277,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_151_6000_2000_0.3_steel_20201218_134606.txt,149.83
150,152,47,120.0,156.0,32.17,149.55,5243,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_152_6000_2000_0.3_steel_20201218_134611.txt,149.91500000000002
151,153,45,132.0,155.0,21.12,150.13,5046,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_153_6000_2000_0.3_steel_20201218_134616.txt,149.96999999999997
152,154,46,126.0,155.0,27.9,150.28,5165,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_154_6000_2000_0.3_steel_20201218_134622.txt,150.003
153,155,46,133.0,154.0,20.07,150.59,5179,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_155_6000_2000_0.3_steel_20201218_134627.txt,150.06099999999998
154,156,46,135.0,155.0,20.19,151.24,5209,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_156_6000_2000_0.3_steel_20201218_134632.txt,150.20499999999998
155,157,47,124.0,156.0,28.13,151.15,5318,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_157_6000_2000_0.3_steel_20201218_134638.txt,150.36599999999999
156,158,46,134.0,155.0,20.43,151.41,5217,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_158_6000_2000_0.3_steel_20201218_134643.txt,150.497
157,159,47,135.0,156.0,18.27,151.23,5322,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_159_6000_2000_0.3_steel_20201218_134648.txt,150.60500000000002
158,160,48,123.0,156.0,31.06,150.56,5403,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_160_6000_2000_0.3_steel_20201218_134654.txt,150.656
160,162,44,139.0,160.0,19.27,156.43,5211,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_162_6000_2000_0.3_steel_20201218_140211.txt,149.23399999999998
161,163,46,121.0,160.0,47.81,155.52,5406,"(0.12, 0.95)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_163_6000_2000_0.3_steel_20201218_140217.txt,149.922
162,164,46,128.0,160.0,33.65,155.33,5397,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_164_6000_2000_0.3_steel_20201218_140222.txt,150.46099999999998
163,165,46,140.0,158.0,16.25,154.57,5362,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_165_6000_2000_0.3_steel_20201218_140227.txt,150.96599999999998
164,166,45,135.0,158.0,22.47,154.27,5232,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_166_6000_2000_0.3_steel_20201218_140233.txt,151.36399999999998
165,167,46,129.0,158.0,30.25,153.46,5311,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_167_6000_2000_0.3_steel_20201218_140238.txt,151.66699999999997
166,168,47,135.0,159.0,22.99,154.28,5465,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_168_6000_2000_0.3_steel_20201218_140243.txt,151.898
167,169,45,138.0,159.0,16.11,154.58,5246,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_169_6000_2000_0.3_steel_20201218_140249.txt,152.185
168,170,46,135.0,158.0,20.6,154.02,5337,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_170_6000_2000_0.3_steel_20201218_140254.txt,152.52
169,171,45,138.0,158.0,13.29,153.82,5212,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_171_6000_2000_0.3_steel_20201218_140259.txt,152.86599999999999
170,172,45,133.0,158.0,23.27,152.84,5168,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_172_6000_2000_0.3_steel_20201218_140305.txt,154.628
171,173,47,128.0,158.0,31.6,152.49,5381,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_173_6000_2000_0.3_steel_20201218_140310.txt,154.269
172,174,41,136.0,158.0,24.45,152.73,4704,"(0.13, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_174_6000_2000_0.3_steel_20201218_140315.txt,153.96599999999998
173,175,46,136.0,157.0,16.92,153.87,5330,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_175_6000_2000_0.3_steel_20201218_140321.txt,153.70600000000002
174,176,46,129.0,160.0,30.89,154.33,5351,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_176_6000_2000_0.3_steel_20201218_140326.txt,153.63600000000002
175,177,46,131.0,160.0,31.19,154.72,5369,"(0.13, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_177_6000_2000_0.3_steel_20201218_140331.txt,153.642
176,178,46,134.0,158.0,25.85,154.13,5342,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_178_6000_2000_0.3_steel_20201218_140337.txt,153.768
177,179,44,135.0,163.0,30.44,158.57,5305,"(0.12, 0.89)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_179_6000_2000_0.3_steel_20201218_140342.txt,153.75300000000001
178,180,46,139.0,163.0,25.54,158.57,5546,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_180_6000_2000_0.3_steel_20201218_140347.txt,154.15200000000002
179,181,46,137.0,164.0,36.87,159.28,5579,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_181_6000_2000_0.3_steel_20201218_140353.txt,154.607
180,182,46,141.0,163.0,24.17,159.3,5580,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_182_6000_2000_0.3_steel_20201218_140358.txt,155.153
181,183,47,137.0,164.0,29.72,159.62,5716,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_183_6000_2000_0.3_steel_20201218_140403.txt,155.799
182,184,46,138.0,164.0,30.28,159.83,5604,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_184_6000_2000_0.3_steel_20201218_140408.txt,156.512
183,185,47,137.0,164.0,27.93,159.94,5731,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_185_6000_2000_0.3_steel_20201218_140414.txt,157.22199999999998
184,186,46,137.0,165.0,33.9,160.54,5637,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_186_6000_2000_0.3_steel_20201218_140419.txt,157.829
185,187,46,141.0,165.0,28.7,160.52,5636,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_187_6000_2000_0.3_steel_20201218_140424.txt,158.45
186,188,45,142.0,166.0,20.85,161.8,5571,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_188_6000_2000_0.3_steel_20201218_140430.txt,159.03
187,189,46,138.0,165.0,29.48,161.11,5663,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_189_6000_2000_0.3_steel_20201218_140435.txt,159.797
188,190,46,142.0,166.0,22.5,161.76,5693,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_190_6000_2000_0.3_steel_20201218_140440.txt,160.051
189,191,47,139.0,165.0,26.89,160.64,5764,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_191_6000_2000_0.3_steel_20201218_140446.txt,160.37
190,192,47,142.0,167.0,22.6,161.7,5814,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_192_6000_2000_0.3_steel_20201218_140451.txt,160.506
191,193,45,143.0,167.0,19.86,161.91,5576,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_193_6000_2000_0.3_steel_20201218_140456.txt,160.74600000000004
192,194,46,138.0,166.0,26.96,161.87,5698,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_194_6000_2000_0.3_steel_20201218_140502.txt,160.975
193,195,46,145.0,165.0,20.38,162.43,5724,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_195_6000_2000_0.3_steel_20201218_140507.txt,161.17900000000003
194,196,46,142.0,167.0,25.68,162.7,5736,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_196_6000_2000_0.3_steel_20201218_140512.txt,161.428
195,197,45,141.0,167.0,22.79,162.98,5624,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_197_6000_2000_0.3_steel_20201218_140518.txt,161.644
196,198,46,139.0,167.0,28.69,162.61,5732,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_198_6000_2000_0.3_steel_20201218_140523.txt,161.89000000000001
197,199,46,143.0,167.0,21.42,163.0,5750,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_199_6000_2000_0.3_steel_20201218_140528.txt,161.971
198,200,47,143.0,167.0,22.5,163.38,5893,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_200_6000_2000_0.3_steel_20201218_140534.txt,162.16
200,202,46,147.0,159.0,6.55,154.61,5364,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_202_6000_2000_0.3_steel_20201218_152753.txt,159.909
201,203,46,144.0,159.0,9.54,155.41,5401,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_203_6000_2000_0.3_steel_20201218_152758.txt,159.2
202,204,43,148.0,160.0,7.52,156.35,5089,"(0.09, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_204_6000_2000_0.3_steel_20201218_152803.txt,158.55
203,205,45,140.0,159.0,14.83,154.76,5254,"(0.09, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_205_6000_2000_0.3_steel_20201218_152809.txt,157.998
204,206,43,141.0,160.0,11.98,155.86,5068,"(0.13, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_206_6000_2000_0.3_steel_20201218_152814.txt,157.23099999999997
205,207,45,143.0,161.0,13.21,156.53,5334,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_207_6000_2000_0.3_steel_20201218_152819.txt,156.54699999999997
206,208,47,144.0,161.0,13.47,157.09,5597,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_208_6000_2000_0.3_steel_20201218_152825.txt,155.90200000000002
207,209,45,145.0,162.0,11.91,158.04,5402,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_209_6000_2000_0.3_steel_20201218_152830.txt,155.35
208,210,44,146.0,162.0,11.74,158.57,5305,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_210_6000_2000_0.3_steel_20201218_152835.txt,154.85399999999998
209,211,46,145.0,164.0,15.01,159.28,5579,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_211_6000_2000_0.3_steel_20201218_152841.txt,154.373
210,212,46,145.0,164.0,17.01,159.72,5599,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_212_6000_2000_0.3_steel_20201218_152846.txt,156.65
211,213,45,146.0,165.0,16.76,159.51,5468,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_213_6000_2000_0.3_steel_20201218_152851.txt,157.161
212,214,45,148.0,165.0,15.17,159.91,5486,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_214_6000_2000_0.3_steel_20201218_152857.txt,157.571
213,215,46,146.0,165.0,15.72,161.48,5680,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_215_6000_2000_0.3_steel_20201218_152902.txt,157.927
214,216,46,149.0,167.0,15.49,162.98,5749,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_216_6000_2000_0.3_steel_20201218_152907.txt,158.599
215,217,46,146.0,169.0,20.69,163.98,5795,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_217_6000_2000_0.3_steel_20201218_152913.txt,159.311
216,218,45,143.0,169.0,25.36,163.84,5663,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_218_6000_2000_0.3_steel_20201218_152918.txt,160.05599999999998
217,219,44,144.0,170.0,19.69,165.41,5606,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_219_6000_2000_0.3_steel_20201218_152923.txt,160.73099999999997
218,220,43,151.0,169.0,15.39,165.58,5486,"(0.13, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_220_6000_2000_0.3_steel_20201218_152929.txt,161.468
219,221,45,150.0,172.0,26.15,167.11,5810,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_221_6000_2000_0.3_steel_20201218_152934.txt,162.16899999999998
220,222,44,151.0,172.0,20.53,166.55,5656,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_222_6000_2000_0.3_steel_20201218_152939.txt,162.952
221,223,46,148.0,174.0,27.2,167.22,5944,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_223_6000_2000_0.3_steel_20201218_152944.txt,163.63499999999996
222,224,45,149.0,174.0,28.15,167.93,5847,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_224_6000_2000_0.3_steel_20201218_152950.txt,164.406
223,225,47,148.0,175.0,24.82,168.79,6147,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_225_6000_2000_0.3_steel_20201218_152955.txt,165.20800000000003
224,226,44,149.0,174.0,27.16,169.16,5771,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_226_6000_2000_0.3_steel_20201218_153000.txt,165.93900000000002
225,227,44,155.0,176.0,16.95,170.5,5830,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_227_6000_2000_0.3_steel_20201218_153006.txt,166.557
226,228,44,150.0,178.0,33.25,172.95,5938,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_228_6000_2000_0.3_steel_20201218_153011.txt,167.209
227,229,44,158.0,180.0,18.13,175.23,6038,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_229_6000_2000_0.3_steel_20201218_153016.txt,168.12
228,230,44,159.0,181.0,21.33,175.98,6071,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_230_6000_2000_0.3_steel_20201218_153022.txt,169.10200000000003
229,231,45,154.0,181.0,31.92,175.62,6193,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_231_6000_2000_0.3_steel_20201218_153027.txt,170.142
230,232,44,160.0,181.0,19.03,176.25,6083,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_232_6000_2000_0.3_steel_20201218_153032.txt,170.993
231,233,44,157.0,182.0,27.7,176.7,6103,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_233_6000_2000_0.3_steel_20201218_153038.txt,171.96299999999997
232,234,42,161.0,185.0,36.53,176.1,5800,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_234_6000_2000_0.3_steel_20201218_153043.txt,172.911
233,235,45,151.0,178.0,36.69,172.11,6035,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_235_6000_2000_0.3_steel_20201218_153048.txt,173.728
234,236,43,156.0,179.0,23.64,174.49,5869,"(0.13, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_236_6000_2000_0.3_steel_20201218_153054.txt,174.06
235,237,40,156.0,179.0,27.53,174.25,5450,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_237_6000_2000_0.3_steel_20201218_153059.txt,174.59300000000002
236,238,38,155.0,176.0,23.06,172.16,5098,"(0.14, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_238_6000_2000_0.3_steel_20201218_153104.txt,174.96800000000002
237,239,46,155.0,176.0,19.02,171.78,6154,"(0.11, 0.95)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_239_6000_2000_0.3_steel_20201218_153110.txt,174.889
238,240,41,155.0,176.0,22.66,172.29,5506,"(0.15, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_240_6000_2000_0.3_steel_20201218_153115.txt,174.544
240,242,44,158.0,187.0,36.83,182.77,6370,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_242_6000_2000_0.3_steel_20201218_153137.txt,172.23100000000002
241,243,45,166.0,198.0,43.76,194.71,7052,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_243_6000_2000_0.3_steel_20201218_153143.txt,172.883
242,244,45,173.0,201.0,41.95,197.09,7159,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_244_6000_2000_0.3_steel_20201218_153148.txt,174.68400000000003
243,245,45,175.0,209.0,50.51,202.89,7420,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_245_6000_2000_0.3_steel_20201218_153153.txt,176.783
244,246,46,189.0,230.0,73.61,218.76,8315,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_246_6000_2000_0.3_steel_20201218_153159.txt,179.86100000000002
245,247,42,198.0,238.0,71.5,231.24,8116,"(0.15, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_247_6000_2000_0.3_steel_20201218_153204.txt,184.28799999999998
246,248,47,209.0,259.0,90.08,249.57,9944,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_248_6000_2000_0.3_steel_20201218_153209.txt,189.98700000000002
247,249,46,216.0,254.0,53.63,242.72,9417,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_249_6000_2000_0.3_steel_20201218_153215.txt,197.728
248,250,45,205.0,241.0,40.24,233.11,8780,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_250_6000_2000_0.3_steel_20201218_153220.txt,204.82199999999997
249,251,47,207.0,244.0,54.21,235.91,9302,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_251_6000_2000_0.3_steel_20201218_153242.txt,210.904
250,252,44,209.0,248.0,64.39,239.41,8862,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_252_6000_2000_0.3_steel_20201218_153248.txt,218.877
251,253,46,201.0,245.0,88.86,237.07,9157,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_253_6000_2000_0.3_steel_20201218_153253.txt,224.54100000000003
252,254,43,212.0,250.0,65.85,242.35,8787,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_254_6000_2000_0.3_steel_20201218_153258.txt,228.777
253,255,45,210.0,253.0,82.18,245.67,9345,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_255_6000_2000_0.3_steel_20201218_153304.txt,233.30300000000003
254,256,44,212.0,256.0,70.07,248.3,9253,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_256_6000_2000_0.3_steel_20201218_153309.txt,237.581
255,257,44,213.0,259.0,84.86,251.7,9403,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_257_6000_2000_0.3_steel_20201218_153314.txt,240.53500000000003
256,258,47,218.0,263.0,94.86,252.72,10092,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_258_6000_2000_0.3_steel_20201218_153320.txt,242.581
257,259,47,219.0,265.0,93.12,255.45,10220,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_259_6000_2000_0.3_steel_20201218_153325.txt,242.89599999999996
258,260,43,228.0,271.0,71.27,260.86,9583,"(0.15, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_260_6000_2000_0.3_steel_20201218_153330.txt,244.16899999999995
259,261,46,224.0,268.0,80.97,260.78,10248,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_261_6000_2000_0.3_steel_20201218_153336.txt,246.94400000000002
260,262,47,221.0,266.0,81.87,256.96,10291,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_262_6000_2000_0.3_steel_20201218_153341.txt,249.43100000000004
261,263,46,228.0,267.0,63.73,258.96,10164,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_263_6000_2000_0.3_steel_20201218_153346.txt,251.18599999999998
262,264,46,223.0,262.0,45.38,253.04,9892,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_264_6000_2000_0.3_steel_20201218_153352.txt,253.375
263,265,47,240.0,305.0,181.79,290.34,11860,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_265_6000_2000_0.3_steel_20201218_153357.txt,254.44400000000002
264,266,45,264.0,315.0,102.36,300.33,11805,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_266_6000_2000_0.3_steel_20201218_153402.txt,258.911
265,267,47,268.0,314.0,85.26,292.04,11940,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_267_6000_2000_0.3_steel_20201218_153408.txt,264.114
266,268,45,238.0,314.0,154.48,282.2,10989,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_268_6000_2000_0.3_steel_20201218_153413.txt,268.14799999999997
267,269,46,228.0,312.0,197.88,283.65,11300,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_269_6000_2000_0.3_steel_20201218_153418.txt,271.096
268,270,46,247.0,305.0,119.36,288.54,11525,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_270_6000_2000_0.3_steel_20201218_153446.txt,273.916
269,271,47,251.0,310.0,143.44,291.23,11902,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_271_6000_2000_0.3_steel_20201218_153451.txt,276.68399999999997
270,272,46,232.0,311.0,230.78,285.57,11388,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_272_6000_2000_0.3_steel_20201218_153457.txt,279.7289999999999
271,273,46,238.0,330.0,356.2,292.39,11702,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_273_6000_2000_0.3_steel_20201218_153502.txt,282.59000000000003
272,274,52,232.0,310.0,142.93,277.33,12445,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_274_6000_2000_0.3_steel_20201218_153507.txt,285.933
273,275,52,237.0,310.0,151.92,289.35,13070,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_275_6000_2000_0.3_steel_20201218_153513.txt,288.36199999999997
