,index,length,min,max,var,mean,sum,trims,paths,mean10
23,24,46,121.0,130.0,3.99,126.72,4081,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_24_6000_2000_0.3_steel_20201218_132116.txt,126.224
24,25,46,118.0,130.0,4.39,126.5,4071,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_25_6000_2000_0.3_steel_20201218_132121.txt,126.287
25,26,44,124.0,131.0,3.12,127.36,3932,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_26_6000_2000_0.3_steel_20201218_132127.txt,126.244
26,27,45,122.0,133.0,4.38,128.07,4053,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_27_6000_2000_0.3_steel_20201218_132132.txt,126.21
27,28,46,122.0,131.0,4.59,128.65,4170,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_28_6000_2000_0.3_steel_20201218_132137.txt,126.65799999999999
28,29,45,115.0,131.0,8.13,128.09,4054,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_29_6000_2000_0.3_steel_20201218_132143.txt,126.953
29,30,45,124.0,132.0,2.82,128.0,4050,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_30_6000_2000_0.3_steel_20201218_132148.txt,127.11399999999999
30,31,46,115.0,133.0,8.81,128.11,4145,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_31_6000_2000_0.3_steel_20201218_132153.txt,127.251
31,32,46,111.0,131.0,8.96,126.46,4069,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_32_6000_2000_0.3_steel_20201218_132159.txt,127.479
32,33,46,121.0,131.0,5.51,127.96,4138,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_33_6000_2000_0.3_steel_20201218_132204.txt,127.40300000000002
33,34,46,117.0,131.0,7.09,128.02,4141,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_34_6000_2000_0.3_steel_20201218_132209.txt,127.59200000000001
34,35,48,114.0,131.0,7.61,127.27,4285,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_35_6000_2000_0.3_steel_20201218_132215.txt,127.72200000000001
35,36,46,122.0,131.0,3.87,127.67,4125,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_36_6000_2000_0.3_steel_20201218_132220.txt,127.799
36,37,44,120.0,131.0,4.35,127.55,3940,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_37_6000_2000_0.3_steel_20201218_132225.txt,127.83000000000001
37,38,45,111.0,130.0,10.43,125.6,3942,"(0.11, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_38_6000_2000_0.3_steel_20201218_132231.txt,127.77799999999999
38,40,48,115.0,133.0,7.79,129.69,4401,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_40_6000_2000_0.3_steel_20201218_132241.txt,127.473
40,42,45,125.0,138.0,8.16,135.56,4390,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_42_6000_2000_0.3_steel_20201218_132304.txt,126.25699999999999
41,43,47,124.0,139.0,9.65,136.53,4631,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_43_6000_2000_0.3_steel_20201218_132309.txt,127.002
42,44,44,125.0,139.0,7.36,136.18,4320,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_44_6000_2000_0.3_steel_20201218_132314.txt,128.009
43,45,44,122.0,140.0,11.09,136.52,4335,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_45_6000_2000_0.3_steel_20201218_132320.txt,128.83100000000002
44,46,46,119.0,141.0,13.76,136.46,4529,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_46_6000_2000_0.3_steel_20201218_132325.txt,129.68099999999998
45,47,45,127.0,139.0,6.34,136.4,4428,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_47_6000_2000_0.3_steel_20201218_132330.txt,130.6
46,48,46,121.0,140.0,11.15,136.3,4522,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_48_6000_2000_0.3_steel_20201218_132336.txt,131.473
47,49,46,128.0,142.0,9.03,136.89,4549,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_49_6000_2000_0.3_steel_20201218_132341.txt,132.348
48,50,45,125.0,140.0,9.48,136.53,4434,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_50_6000_2000_0.3_steel_20201218_132346.txt,133.477
49,51,46,130.0,140.0,6.14,136.65,4538,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_51_6000_2000_0.3_steel_20201218_132352.txt,134.161
50,52,46,118.0,140.0,14.25,136.54,4533,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_52_6000_2000_0.3_steel_20201218_132357.txt,136.40200000000002
51,53,46,129.0,140.0,6.48,136.5,4531,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_53_6000_2000_0.3_steel_20201218_132402.txt,136.5
52,54,45,122.0,140.0,11.71,135.8,4401,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_54_6000_2000_0.3_steel_20201218_132408.txt,136.497
53,55,48,121.0,140.0,10.36,135.94,4701,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_55_6000_2000_0.3_steel_20201218_132413.txt,136.459
54,56,46,130.0,141.0,7.27,138.41,4619,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_56_6000_2000_0.3_steel_20201218_132418.txt,136.401
55,57,46,130.0,140.0,4.94,137.76,4589,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_57_6000_2000_0.3_steel_20201218_132424.txt,136.59600000000003
56,58,45,129.0,141.0,7.06,138.07,4503,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_58_6000_2000_0.3_steel_20201218_132429.txt,136.73200000000003
57,59,46,121.0,141.0,11.09,137.87,4594,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_59_6000_2000_0.3_steel_20201218_132434.txt,136.909
58,60,47,121.0,142.0,13.44,138.23,4711,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_60_6000_2000_0.3_steel_20201218_132440.txt,137.007
59,61,46,129.0,143.0,7.65,138.67,4631,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_61_6000_2000_0.3_steel_20201218_132445.txt,137.177
60,62,45,131.0,142.0,6.84,138.42,4519,"(0.13, 0.95)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_62_6000_2000_0.3_steel_20201218_132450.txt,137.379
61,63,47,120.0,142.0,14.75,137.89,4695,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_63_6000_2000_0.3_steel_20201218_132455.txt,137.56700000000004
62,64,46,127.0,141.0,11.04,137.74,4588,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_64_6000_2000_0.3_steel_20201218_132501.txt,137.706
63,65,45,128.0,140.0,6.39,137.49,4477,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_65_6000_2000_0.3_steel_20201218_132506.txt,137.90000000000003
64,66,47,127.0,141.0,8.14,137.34,4669,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_66_6000_2000_0.3_steel_20201218_132511.txt,138.05499999999998
65,67,46,123.0,142.0,13.23,137.54,4579,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_67_6000_2000_0.3_steel_20201218_132517.txt,137.948
66,68,46,128.0,141.0,9.4,138.26,4612,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_68_6000_2000_0.3_steel_20201218_132522.txt,137.926
67,69,47,120.0,141.0,12.11,137.36,4670,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_69_6000_2000_0.3_steel_20201218_132527.txt,137.945
68,70,47,131.0,141.0,6.25,138.47,4722,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_70_6000_2000_0.3_steel_20201218_132533.txt,137.894
69,71,47,128.0,142.0,10.21,138.55,4726,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_71_6000_2000_0.3_steel_20201218_132538.txt,137.918
70,72,46,127.0,143.0,11.04,138.07,4603,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_72_6000_2000_0.3_steel_20201218_132543.txt,137.906
71,73,46,130.0,141.0,6.16,138.2,4609,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_73_6000_2000_0.3_steel_20201218_132549.txt,137.871
72,74,46,120.0,142.0,16.47,138.28,4613,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_74_6000_2000_0.3_steel_20201218_132554.txt,137.902
73,75,45,131.0,142.0,5.88,138.73,4533,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_75_6000_2000_0.3_steel_20201218_132559.txt,137.956
74,76,45,128.0,143.0,11.06,138.93,4542,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_76_6000_2000_0.3_steel_20201218_132605.txt,138.07999999999998
75,77,48,125.0,142.0,11.61,139.58,4876,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_77_6000_2000_0.3_steel_20201218_132610.txt,138.239
76,78,47,128.0,143.0,10.91,139.79,4784,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_78_6000_2000_0.3_steel_20201218_132615.txt,138.443
77,79,46,128.0,143.0,9.79,140.37,4709,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_79_6000_2000_0.3_steel_20201218_132621.txt,138.596
78,80,46,127.0,143.0,9.51,140.04,4694,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_80_6000_2000_0.3_steel_20201218_132626.txt,138.897
80,82,45,120.0,143.0,17.46,139.64,4574,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_82_6000_2000_0.3_steel_20201218_133947.txt,137.29199999999997
81,83,47,112.0,147.0,32.93,141.06,4844,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_83_6000_2000_0.3_steel_20201218_133952.txt,137.449
82,84,46,116.0,145.0,25.01,140.8,4729,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_84_6000_2000_0.3_steel_20201218_133957.txt,137.73499999999999
83,85,47,116.0,146.0,26.97,141.17,4849,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_85_6000_2000_0.3_steel_20201218_134003.txt,137.987
84,86,47,112.0,147.0,31.92,141.68,4873,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_86_6000_2000_0.3_steel_20201218_134008.txt,138.23100000000002
85,87,44,125.0,147.0,19.17,141.39,4549,"(0.14, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_87_6000_2000_0.3_steel_20201218_134013.txt,138.50600000000003
86,88,46,120.0,146.0,19.71,141.39,4756,"(0.15, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_88_6000_2000_0.3_steel_20201218_134019.txt,138.68700000000004
87,89,46,126.0,147.0,17.22,142.26,4796,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_89_6000_2000_0.3_steel_20201218_134024.txt,138.84699999999998
88,90,46,123.0,147.0,21.96,141.76,4773,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_90_6000_2000_0.3_steel_20201218_134029.txt,139.036
89,91,47,103.0,146.0,47.75,140.66,4825,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_91_6000_2000_0.3_steel_20201218_134035.txt,139.208
90,92,46,124.0,146.0,18.97,141.5,4761,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_92_6000_2000_0.3_steel_20201218_134040.txt,141.181
91,93,45,120.0,146.0,23.74,141.38,4652,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_93_6000_2000_0.3_steel_20201218_134045.txt,141.36700000000002
92,94,45,128.0,146.0,15.47,141.62,4663,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_94_6000_2000_0.3_steel_20201218_134051.txt,141.39899999999997
93,95,44,124.0,146.0,16.07,141.52,4555,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_95_6000_2000_0.3_steel_20201218_134056.txt,141.481
94,96,47,121.0,148.0,22.58,142.36,4905,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_96_6000_2000_0.3_steel_20201218_134101.txt,141.516
95,97,46,120.0,146.0,21.73,141.91,4780,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_97_6000_2000_0.3_steel_20201218_134107.txt,141.584
96,98,47,119.0,147.0,22.75,142.17,4896,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_98_6000_2000_0.3_steel_20201218_134112.txt,141.636
97,99,46,126.0,147.0,16.0,142.0,4784,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_99_6000_2000_0.3_steel_20201218_134117.txt,141.714
98,100,44,132.0,148.0,12.75,142.75,4609,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_100_6000_2000_0.3_steel_20201218_134122.txt,141.68800000000002
99,101,46,129.0,147.0,12.79,143.28,4843,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_101_6000_2000_0.3_steel_20201218_134128.txt,141.78699999999998
100,102,47,120.0,147.0,26.04,142.53,4913,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_102_6000_2000_0.3_steel_20201218_134133.txt,142.049
101,103,45,125.0,147.0,18.7,142.6,4707,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_103_6000_2000_0.3_steel_20201218_134138.txt,142.152
102,104,46,128.0,148.0,14.88,142.91,4826,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_104_6000_2000_0.3_steel_20201218_134144.txt,142.27399999999997
103,105,47,112.0,149.0,36.27,142.77,4924,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_105_6000_2000_0.3_steel_20201218_134149.txt,142.403
104,106,47,110.0,148.0,40.61,143.32,4950,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_106_6000_2000_0.3_steel_20201218_134154.txt,142.528
105,107,46,126.0,148.0,21.01,143.5,4853,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_107_6000_2000_0.3_steel_20201218_134200.txt,142.62399999999997
106,108,47,127.0,147.0,17.5,143.94,4979,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_108_6000_2000_0.3_steel_20201218_134205.txt,142.78299999999996
107,109,46,114.0,149.0,37.44,143.63,4859,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_109_6000_2000_0.3_steel_20201218_134210.txt,142.95999999999998
108,110,45,132.0,148.0,12.18,144.22,4780,"(0.14, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_110_6000_2000_0.3_steel_20201218_134216.txt,143.123
109,111,46,128.0,148.0,18.22,144.33,4891,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_111_6000_2000_0.3_steel_20201218_134221.txt,143.27
110,112,46,108.0,150.0,45.59,143.28,4843,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_112_6000_2000_0.3_steel_20201218_134226.txt,143.37499999999997
111,113,47,123.0,149.0,21.51,144.19,4991,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_113_6000_2000_0.3_steel_20201218_134232.txt,143.45
112,114,47,113.0,149.0,37.73,144.47,5004,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_114_6000_2000_0.3_steel_20201218_134237.txt,143.60899999999998
113,115,47,121.0,150.0,25.43,144.96,5027,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_115_6000_2000_0.3_steel_20201218_134242.txt,143.76500000000001
114,116,46,132.0,151.0,15.45,145.59,4949,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_116_6000_2000_0.3_steel_20201218_134248.txt,143.98399999999998
115,117,45,129.0,149.0,17.3,145.2,4824,"(0.12, 0.9)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_117_6000_2000_0.3_steel_20201218_134253.txt,144.21099999999998
116,118,47,113.0,150.0,37.51,145.19,5038,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_118_6000_2000_0.3_steel_20201218_134258.txt,144.381
117,119,45,131.0,149.0,16.16,145.8,4851,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_119_6000_2000_0.3_steel_20201218_134304.txt,144.50600000000003
118,120,47,128.0,149.0,17.69,145.55,5055,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_120_6000_2000_0.3_steel_20201218_134309.txt,144.723
120,122,46,129.0,152.0,19.8,146.98,5013,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_122_6000_2000_0.3_steel_20201218_134331.txt,143.31400000000002
121,123,46,121.0,152.0,31.04,146.74,5002,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_123_6000_2000_0.3_steel_20201218_134337.txt,143.68400000000003
122,124,46,129.0,151.0,17.68,147.3,5028,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_124_6000_2000_0.3_steel_20201218_134342.txt,143.93900000000002
123,125,46,132.0,151.0,15.63,147.28,5027,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_125_6000_2000_0.3_steel_20201218_134347.txt,144.222
124,126,46,126.0,153.0,22.16,147.57,5040,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_126_6000_2000_0.3_steel_20201218_134353.txt,144.454
125,127,46,122.0,151.0,26.7,146.28,4981,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_127_6000_2000_0.3_steel_20201218_134358.txt,144.652
126,128,46,125.0,152.0,21.88,146.83,5006,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_128_6000_2000_0.3_steel_20201218_134403.txt,144.76
127,129,45,137.0,151.0,11.79,147.93,4947,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_129_6000_2000_0.3_steel_20201218_134409.txt,144.924
128,130,47,130.0,152.0,18.0,146.85,5116,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_130_6000_2000_0.3_steel_20201218_134414.txt,145.137
129,131,47,127.0,152.0,22.74,146.7,5109,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_131_6000_2000_0.3_steel_20201218_134419.txt,145.267
130,132,47,130.0,152.0,19.39,146.85,5116,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_132_6000_2000_0.3_steel_20201218_134425.txt,147.046
131,133,47,124.0,151.0,25.96,146.0,5076,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_133_6000_2000_0.3_steel_20201218_134430.txt,147.03300000000002
132,134,46,129.0,152.0,19.81,146.52,4992,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_134_6000_2000_0.3_steel_20201218_134435.txt,146.959
133,135,48,118.0,150.0,29.45,146.04,5186,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_135_6000_2000_0.3_steel_20201218_134441.txt,146.881
134,136,46,132.0,152.0,14.84,147.96,5058,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_136_6000_2000_0.3_steel_20201218_134446.txt,146.757
135,137,46,124.0,152.0,27.08,147.35,5030,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_137_6000_2000_0.3_steel_20201218_134451.txt,146.796
136,138,46,120.0,154.0,34.82,149.61,5134,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_138_6000_2000_0.3_steel_20201218_134457.txt,146.903
