,index,length,min,max,var,mean,sum,trims,paths,mean10
288,290,46,371.0,484.0,443.16,462.0,19504,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_290_6000_2000_0.3_steel_20201217_163520.txt,441.52
289,291,47,388.0,483.0,366.04,461.51,19905,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_291_6000_2000_0.3_steel_20201217_163525.txt,437.122
290,292,47,378.0,485.0,423.11,463.02,19976,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_292_6000_2000_0.3_steel_20201217_163530.txt,451.87300000000005
291,293,48,394.0,500.0,404.11,463.65,20431,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_293_6000_2000_0.3_steel_20201217_163536.txt,456.0280000000001
292,294,47,388.0,548.0,1251.52,490.96,21289,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_294_6000_2000_0.3_steel_20201217_163541.txt,457.842
293,295,47,384.0,492.0,394.27,465.68,20101,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_295_6000_2000_0.3_steel_20201217_163546.txt,462.29499999999996
294,296,46,398.0,561.0,1479.72,486.72,20641,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_296_6000_2000_0.3_steel_20201217_163552.txt,463.782
295,297,45,460.0,721.0,5934.84,591.93,24927,"(0.13, 0.95)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_297_6000_2000_0.3_steel_20201217_163557.txt,466.9820000000001
296,298,44,443.0,652.0,1565.16,619.16,25571,"(0.13, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_298_6000_2000_0.3_steel_20201217_163602.txt,480.158
297,299,46,415.0,729.0,3201.02,623.3,26924,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_299_6000_2000_0.3_steel_20201217_163608.txt,496.48400000000004
298,300,48,397.0,654.0,3968.25,558.21,24970,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_300_6000_2000_0.3_steel_20201217_163613.txt,512.793
299,301,49,364.0,809.0,9428.08,560.0,25578,"(0.11, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_301_6000_2000_0.3_steel_20201217_163618.txt,522.414
300,302,47,454.0,584.0,469.57,536.77,23442,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_302_6000_2000_0.3_steel_20201217_163624.txt,532.263
301,303,47,402.0,779.0,6605.96,681.32,30236,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_303_6000_2000_0.3_steel_20201217_163629.txt,539.6379999999999
302,304,48,391.0,674.0,2705.11,645.0,29136,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_304_6000_2000_0.3_steel_20201217_163634.txt,561.405
305,307,45,414.0,773.0,10268.34,670.4,28458,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_307_6000_2000_0.3_steel_20201217_163650.txt,585.738
310,312,47,467.0,817.0,5051.48,712.04,31680,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_312_6000_2000_0.3_steel_20201217_163757.txt,559.519
311,313,48,505.0,788.0,3566.9,740.23,33707,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_313_6000_2000_0.3_steel_20201217_163802.txt,577.046
312,314,46,399.0,827.0,8230.2,662.98,28749,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_314_6000_2000_0.3_steel_20201217_163808.txt,582.9370000000001
314,321,46,396.0,608.0,1598.61,580.5,24955,"(0.14, 0.95)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_321_6000_2000_0.3_steel_20201217_172001.txt,584.8309999999999
315,322,47,373.0,604.0,1672.97,576.94,25330,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_322_6000_2000_0.3_steel_20201217_172006.txt,591.877
318,325,47,392.0,669.0,2054.75,575.83,25278,"(0.13, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_325_6000_2000_0.3_steel_20201217_172022.txt,580.443
320,327,47,382.0,843.0,10420.15,695.64,30909,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_327_6000_2000_0.3_steel_20201217_172033.txt,598.622
321,328,49,318.0,761.0,6447.78,703.92,32630,"(0.1, 0.92)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_328_6000_2000_0.3_steel_20201217_172038.txt,596.9820000000001
322,329,47,402.0,634.0,1477.62,602.83,26547,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201217\192.168.101.10\T04\T04_load_329_6000_2000_0.3_steel_20201217_172044.txt,593.3510000000001
